HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
21153,1.55,1.61,0.92,-5.72,1.44,1.08,0.12
21178,9.66,3.15,19.91,-21.08,2.8,2.13,0.33
21186,24.04,4.57,51.61,-162.12,7.06,7.0,0.69
21193,7.14,1.21,5.29,18.75,0.68,1.15,0.07
21216,3.75,1.69,-13.54,-13.01,1.19,1.62,0.0
21219,7.51,0.84,9.93,-25.08,0.74,0.77,-0.01
21239,3.45,0.86,-0.82,30.04,0.92,0.74,-0.47
21263,2.74,1.96,-4.15,-3.61,2.03,1.77,0.28
21278,4.18,0.88,-2.65,-4.76,0.86,0.67,-0.19
21280,24.02,1.68,101.93,-33.75,2.48,1.25,0.04
21281,18.56,0.46,58.06,12.73,0.64,0.58,-0.05
21291,7.65,1.36,-11.25,-12.65,1.73,1.08,0.0
21305,6.89,1.02,-21.25,-45.54,1.2,1.24,-0.13
21328,6.46,1.33,5.38,-38.63,1.6,1.21,-0.12
21335,7.55,1.82,30.49,0.87,2.11,1.58,0.36
21341,6.42,1.05,40.31,-28.79,1.29,0.93,0.53
21352,26.74,4.28,-81.55,-93.59,5.49,3.72,-0.48
21358,2.65,1.68,6.91,14.35,1.95,1.62,0.15
21402,21.68,0.82,44.89,-52.42,0.94,0.79,0.47
21405,8.69,1.36,9.72,-16.91,1.13,0.91,0.08
21454,12.98,2.2,99.33,43.77,3.23,1.63,-0.61
21481,1.68,1.1,-2.99,-3.28,1.21,1.15,-0.02
21488,14.74,1.48,46.76,32.33,1.95,1.38,-0.29
21505,9.85,1.54,19.81,30.63,1.61,2.14,-0.17
21507,1.75,2.61,2.34,-3.41,2.66,2.02,0.32
21528,6.7,1.96,3.49,-12.65,2.09,1.78,0.26
21529,3.34,4.42,-5.38,-5.01,6.08,4.99,0.4
21536,10.54,1.61,70.21,23.37,1.54,1.37,-0.11
21581,2.61,1.34,-5.76,-7.91,0.94,0.9,-0.07
21594,29.84,0.62,-77.86,-178.06,0.74,0.57,0.12
21607,9.48,1.7,2.92,0.56,1.68,1.41,-0.18
21644,14.34,0.78,-65.1,-17.68,0.89,0.68,-0.13
21663,5.02,2.34,1.34,-5.71,2.73,2.27,0.62
21697,8.9,2.96,30.66,-52.21,3.45,2.3,-0.18
21698,22.34,1.07,-56.96,-80.61,1.44,1.95,-0.17
21699,1.73,1.19,5.82,-11.4,1.45,1.06,0.37
21704,11.68,1.13,12.96,21.67,0.95,0.95,-0.32
21710,35.21,1.81,-11.41,-373.65,2.1,1.67,0.37
21762,23.65,2.53,91.94,-30.69,3.83,2.44,0.13
21777,7.17,2.64,-14.51,-22.17,3.5,1.82,-0.49
21789,7.54,1.14,25.77,22.1,1.04,1.24,0.34
21794,5.38,0.91,2.4,13.96,0.82,0.91,-0.12
21806,3.51,1.47,-13.22,11.08,1.49,1.61,-0.06
21838,7.29,1.11,-2.04,53.08,1.13,1.0,0.27
21874,8.25,0.87,37.65,60.58,0.92,1.02,-0.07
21878,14.6,2.31,49.62,5.05,2.42,1.54,0.38
21880,5.65,1.26,16.07,-17.51,1.69,1.11,0.1
21881,8.14,0.78,-2.84,-20.33,0.81,0.58,0.37
21894,7.06,1.16,-18.75,-18.71,1.23,0.86,0.14
21900,2.58,0.93,2.57,-2.43,0.72,0.71,-0.38
21941,12.64,1.39,-26.07,30.97,1.55,1.32,0.3
21948,3.04,2.08,2.74,-4.12,1.52,1.5,-0.17
21955,1.73,3.2,1.64,-0.89,4.13,3.15,0.01
21966,5.8,0.81,6.94,-41.2,0.52,0.54,0.19
21980,8.22,5.25,-22.44,-14.52,6.0,4.13,0.18
22000,5.4,1.29,6.35,9.7,1.28,1.16,0.19
22050,5.12,1.55,34.14,-30.93,1.64,1.58,0.49
22088,8.7,0.65,40.09,68.5,0.71,0.89,-0.08
22098,3.22,1.77,-1.89,0.41,1.43,1.37,0.02
22125,0.35,1.06,3.56,-4.15,0.93,0.87,-0.08
22150,10.71,0.62,28.72,33.44,0.71,0.72,0.06
22151,14.6,1.12,-20.5,-93.79,1.14,0.93,0.11
22182,25.54,11.7,14.38,-5.31,9.88,10.82,0.63
22206,11.82,3.12,-194.35,-146.11,3.52,2.74,0.09
22209,6.38,1.98,7.86,-22.3,1.43,1.41,-0.08
22225,-0.48,1.31,6.39,-2.6,1.24,0.98,0.37
22228,4.93,1.85,3.1,-7.19,1.49,1.4,-0.32
22249,13.28,0.77,47.98,-24.45,0.83,0.9,0.3
22260,2.14,1.55,-1.42,2.37,2.11,1.58,-0.19
22272,-2.19,2.97,3.94,-0.92,2.42,1.86,-0.01
22279,8.14,1.02,15.86,-77.88,1.05,0.79,0.02
22287,20.12,0.79,53.02,-146.4,0.58,0.54,-0.12
22322,10.28,1.44,62.31,190.99,1.36,1.88,0.18
22327,5.18,1.17,-6.57,-12.59,1.42,1.01,0.31
22376,2.18,1.81,7.37,-3.81,2.08,1.6,0.37
22377,6.77,4.09,-40.38,-129.96,4.61,5.34,-0.16
22395,23.28,1.08,109.67,-21.01,0.88,1.05,0.07
22411,4.37,0.72,-22.25,4.09,0.65,0.78,-0.05
22425,8.91,1.49,-58.88,-76.75,1.02,1.39,0.1
22428,4.57,0.95,3.76,-4.3,1.05,0.72,0.09
22431,34.1,1.06,135.24,231.9,1.0,1.04,-0.02
22459,1.75,1.25,17.05,-3.57,1.4,1.56,-0.06
22478,4.63,1.58,-30.38,17.27,1.76,1.89,-0.42
22484,8.87,1.82,39.28,-15.84,2.08,2.73,-0.01
22487,4.47,1.54,-8.3,-4.46,1.45,1.17,0.21
22518,8.56,1.22,-18.73,-10.31,1.17,1.39,-0.14
22537,3.6,1.78,4.85,26.15,1.84,1.72,-0.13
22550,20.15,1.14,87.6,-8.72,1.39,0.98,0.49
22568,1.87,1.88,-2.59,-2.7,2.02,1.38,0.21
22573,11.39,0.59,24.68,-22.43,0.39,0.54,0.27
22607,23.91,1.04,106.84,-16.0,1.18,0.74,0.11
22630,3.94,1.74,-8.41,0.88,1.63,1.34,0.0
22635,4.29,1.45,0.68,15.25,1.43,0.97,-0.08
22641,8.03,0.93,16.49,-11.24,0.73,0.88,-0.1
22642,4.61,1.74,6.82,-30.05,2.13,1.25,-0.19
22692,7.57,2.23,-12.4,-0.09,2.0,1.54,-0.35
22696,7.19,3.77,-4.31,-6.29,3.77,2.27,0.58
22703,22.08,0.98,104.6,-174.43,0.69,0.84,0.07
22704,1.2,1.96,-1.45,-9.94,1.65,1.22,-0.38
22747,4.51,1.06,27.79,-19.33,0.93,0.69,0.13
22768,12.03,1.3,-61.09,-67.72,0.9,0.98,0.06
22772,23.05,2.73,-33.24,240.32,2.31,2.64,-0.56
22781,6.85,2.4,-4.08,-6.53,2.29,2.13,-0.09
22812,7.53,0.94,26.46,-1.77,0.82,0.66,0.49
22814,4.59,1.09,-4.97,0.66,1.19,1.17,-0.04
22848,6.13,1.4,-15.02,-2.0,1.4,0.79,-0.23
22853,4.38,0.91,16.02,-1.44,0.93,0.68,0.37
22881,11.3,0.82,11.79,36.48,0.8,0.59,-0.31
22917,2.59,1.37,-5.48,-1.56,1.4,0.87,-0.2
22921,22.95,2.13,102.74,-209.62,1.75,1.97,0.03
22922,6.25,1.71,5.81,2.07,1.07,1.01,-0.05
22929,1.27,1.5,-2.59,5.91,1.78,1.16,0.25
22946,5.65,2.26,-2.68,-4.3,2.01,1.56,0.54
22954,5.52,1.7,-5.83,-12.11,1.76,1.32,0.34
22958,4.41,1.29,-5.67,-2.32,1.8,0.97,-0.56
22975,4.88,0.99,11.82,14.18,0.99,1.31,0.02
22979,2.02,2.88,-5.05,-8.28,3.61,3.36,0.51
23017,5.93,1.28,23.2,31.03,1.28,1.41,0.04
23032,6.17,2.35,40.32,-23.79,2.8,1.88,0.1
23037,2.77,1.27,2.47,3.51,0.96,0.86,0.15
23040,8.68,0.81,-24.17,7.53,0.8,0.67,0.46
23044,12.62,1.89,47.85,26.02,2.18,1.29,-0.13
23078,5.13,0.83,-5.38,-0.75,0.91,0.94,-0.09
23097,8.46,1.22,4.01,133.95,1.12,1.63,-0.01
23109,5.17,2.2,10.59,-6.26,2.48,1.94,0.41
23116,20.13,1.08,78.36,48.37,1.2,0.84,-0.18
23124,6.29,0.9,32.99,-31.18,0.68,0.73,0.04
23152,1.81,1.13,-1.42,19.31,1.08,1.29,-0.21
23162,7.54,2.93,-13.58,-14.73,2.63,1.75,0.35
23166,23.17,0.83,-121.61,127.52,0.85,0.63,-0.45
23170,12.12,0.95,-41.05,-6.84,0.81,0.71,0.2
23171,11.01,1.86,27.24,30.03,1.97,2.71,-0.06
23180,5.33,1.57,8.94,14.05,1.68,1.8,0.07
23205,10.73,1.66,68.19,-46.86,2.24,2.03,0.56
23225,3.95,0.67,-12.86,21.4,0.68,0.85,-0.18
23229,8.48,1.08,-30.86,-19.83,1.17,0.88,0.5
23234,7.27,2.65,13.89,-23.75,1.15,1.97,-0.09
23246,5.78,0.99,-3.16,9.95,0.46,0.83,-0.25
23271,3.61,1.11,-7.57,-5.76,0.58,0.96,-0.13
23274,6.81,1.81,-3.65,-25.41,2.1,1.27,0.45
23277,16.18,2.0,34.41,-30.87,1.97,1.29,0.01
23317,22.01,2.26,128.94,-221.17,1.57,1.27,-0.25
23326,4.3,0.87,5.78,-1.09,0.7,0.57,-0.11
23335,3.57,0.96,12.86,10.48,0.97,1.09,-0.18
23337,4.77,5.39,9.04,-5.33,4.91,3.09,0.2
23349,4.64,2.12,2.19,-5.67,2.99,1.51,0.12
23356,4.87,2.72,-8.95,-8.11,3.28,1.86,0.32
23357,4.57,2.68,-4.05,-16.85,1.82,1.65,-0.01
23395,25.27,1.77,-2.32,43.47,2.55,1.34,0.29
23396,24.38,1.78,-65.85,-92.74,2.03,1.32,-0.13
23413,17.48,0.74,-27.54,-134.93,0.73,0.88,-0.08
23415,5.68,1.42,-3.01,0.98,1.33,0.96,0.11
23425,15.83,1.0,86.38,-79.28,0.79,0.82,-0.05
23452,117.38,1.81,-141.55,-221.74,1.28,1.38,-0.47
23463,1.58,0.84,-7.23,0.0,0.58,0.72,-0.01
23476,3.78,1.77,2.72,-46.16,1.27,1.76,0.03
23490,4.37,2.96,0.5,-7.6,2.55,2.66,-0.19
23534,7.59,2.17,-6.65,-45.75,1.63,2.62,-0.01
23571,8.38,3.27,0.58,-1.73,3.37,2.47,-0.1
23584,2.94,2.41,17.19,-18.96,2.66,1.71,-0.06
23586,5.65,1.07,-3.27,7.12,1.51,0.9,-0.39
23592,1.04,1.29,2.68,-5.17,1.36,0.73,-0.16
23594,2.92,0.85,-7.15,-10.2,0.9,1.03,0.03
23596,9.77,0.69,28.46,40.58,0.55,0.76,0.04
23598,4.47,2.34,-3.43,-9.39,2.34,1.45,-0.26
23609,3.8,1.3,2.64,-20.67,1.48,0.94,-0.03
23612,2.63,0.95,-4.33,10.09,0.73,0.76,-0.28
23617,6.07,0.7,7.03,-15.94,0.5,0.72,-0.21
23620,5.27,1.0,9.76,-28.89,0.97,0.92,-0.46
23629,5.35,1.12,0.07,-4.1,1.04,0.62,0.29
23644,14.96,1.61,2.72,39.35,1.61,1.72,-0.11
23684,4.64,0.94,-4.36,-3.99,1.35,0.88,-0.23
23695,7.03,1.22,-10.61,-12.36,1.36,0.72,0.07
23699,4.02,1.21,-1.12,-7.98,1.44,0.7,-0.18
23716,21.24,1.45,87.61,51.84,1.05,1.01,0.05
23724,12.14,0.93,-17.02,-13.03,0.96,0.7,0.3
23732,2.16,0.69,4.02,13.32,0.62,0.68,0.2
23752,8.56,5.52,-2.46,-16.52,5.51,2.42,-0.12
23762,7.37,1.39,-7.06,-17.01,1.5,0.9,0.3
23789,16.9,1.25,-15.21,-121.23,1.22,0.77,0.12
23803,3.81,0.9,6.53,-24.53,0.62,0.9,0.14
23824,21.01,0.64,58.04,147.61,0.62,0.74,-0.09
23826,5.61,3.3,-0.38,-7.61,3.44,2.09,0.35
23838,7.23,1.23,-16.82,-10.82,1.15,0.97,-0.04
23864,5.17,1.79,-11.83,-3.17,1.78,1.27,-0.39
23872,2.51,1.44,-5.26,-12.72,1.36,1.49,-0.11
23877,2.36,2.24,-4.96,-14.06,2.08,1.91,0.27
23879,16.84,1.32,34.96,-59.49,1.48,1.0,0.35
23891,6.49,1.2,-22.43,3.95,0.8,1.19,-0.16
23900,1.01,0.95,1.74,-5.29,1.24,0.59,0.01
23904,-0.59,7.24,16.31,-18.3,11.49,6.97,-0.02
23909,6.65,1.4,0.98,-17.46,1.54,0.79,-0.08
23924,3.62,2.19,-4.0,40.06,3.3,4.49,-0.39
23951,9.76,1.55,32.5,-14.0,1.27,1.06,-0.18
23957,6.31,0.88,-6.8,-26.15,1.05,0.74,0.34
23968,8.97,0.64,-0.63,-43.49,0.51,0.63,-0.09
23988,5.86,1.27,-15.53,-17.15,1.03,0.92,-0.47
23998,2.88,1.92,-3.24,-1.94,1.99,1.22,0.3
24013,6.6,1.58,-53.8,-35.19,1.75,1.22,0.4
24047,4.09,1.55,31.9,-44.11,1.62,0.91,-0.01
24051,2.31,1.73,-2.06,0.27,1.31,0.96,-0.34
24063,4.35,0.93,-8.63,-0.06,1.06,0.56,0.04
24067,2.43,1.5,-2.0,-8.95,1.51,1.19,0.32
24072,1.59,1.62,2.62,1.05,1.82,1.31,0.41
24076,17.56,0.99,-40.93,-174.65,1.0,0.66,-0.38
24088,-1.25,5.3,-2.33,1.58,5.49,4.07,0.28
24095,7.48,1.22,16.03,45.83,1.25,1.4,-0.02
24097,3.84,1.85,-11.48,-9.04,2.18,1.28,-0.07
24127,1.11,2.05,2.02,-4.95,2.33,1.95,0.3
24128,1.97,1.36,19.77,7.16,1.34,1.87,-0.06
24168,4.69,1.32,14.89,9.35,1.09,1.21,0.01
24203,3.56,1.3,0.95,-11.12,1.21,1.0,0.23
24227,6.87,2.71,20.27,0.8,3.13,2.95,0.19
24257,7.84,1.97,13.73,-33.1,1.15,1.68,-0.02
24261,7.58,2.14,1.45,-4.23,1.85,1.55,0.37
24273,4.96,1.18,16.12,-7.46,1.2,0.88,0.54
24310,0.92,2.48,4.6,-5.26,2.71,2.03,0.35
24315,10.66,1.49,-5.13,-17.78,1.8,0.9,0.07
24317,0.73,2.58,2.86,-5.49,3.0,1.62,0.37
24327,5.83,0.69,-12.22,-1.32,0.59,0.55,-0.09
24333,4.94,0.79,5.42,24.79,0.79,0.73,0.26
24349,3.71,1.43,6.06,-0.05,1.76,1.43,0.44
24350,4.54,1.53,-7.7,-4.26,1.9,0.99,0.22
24353,7.24,2.02,0.14,-11.66,1.94,1.49,-0.12
24363,6.12,1.4,-0.09,-3.71,1.66,1.11,0.12
24381,3.5,1.3,5.72,6.71,1.14,1.41,-0.17
24397,16.76,1.17,60.0,-137.14,1.09,0.74,-0.01
24398,0.93,1.18,-4.62,-4.29,1.16,0.72,-0.07
24410,1.85,2.1,4.59,-11.15,2.13,1.43,0.6
24427,3.01,1.45,-11.74,11.44,1.26,1.36,-0.3
24429,8.63,2.83,6.74,-33.98,3.55,3.15,-0.05
24440,7.75,0.65,-8.58,-3.27,0.49,0.63,-0.01
24452,5.32,1.83,-4.6,-8.39,1.78,1.3,0.18
24464,4.27,1.55,-3.01,-3.97,1.64,0.84,0.03
24488,8.94,1.35,92.05,-105.73,1.54,0.95,0.26
24537,9.19,7.44,-9.76,-16.9,7.56,2.91,0.01
24566,8.7,1.78,-4.0,-50.11,1.26,1.67,0.03
24567,3.23,1.78,-3.89,2.06,1.71,0.87,-0.03
24572,6.75,0.87,52.17,91.45,0.89,1.09,-0.01
24580,3.56,1.03,5.0,4.01,0.96,0.57,-0.21
24592,7.26,1.15,-5.05,15.04,1.04,1.11,0.04
24616,4.82,1.09,-12.78,-2.99,0.94,0.68,-0.04
24638,1.56,1.57,1.22,-3.51,1.66,0.97,-0.23
24664,5.06,0.76,3.91,-30.79,0.53,0.71,0.04
24667,2.21,1.35,1.94,-2.58,1.34,0.76,0.23
24668,6.11,1.79,-2.76,1.02,2.71,1.26,0.09
24671,3.47,0.78,-21.0,2.63,0.8,0.88,-0.25
24687,-0.4,2.31,10.91,-3.3,2.33,1.93,-0.42
24697,4.71,2.33,15.39,28.79,2.08,2.9,-0.1
24714,8.92,2.25,-66.49,1.91,2.52,1.57,0.35
24717,5.71,1.31,19.41,18.36,1.39,1.72,0.13
24718,14.06,0.88,-49.8,47.59,0.98,1.14,-0.16
24724,0.37,1.55,3.98,-2.0,1.61,0.98,0.19
24743,4.31,1.95,1.91,-35.86,1.84,0.86,0.14
24751,7.07,1.24,5.54,-19.21,1.12,1.43,-0.09
24782,8.07,1.92,37.56,16.98,2.28,1.62,-0.54
24800,5.92,1.41,14.22,-15.74,1.23,1.26,0.01
24812,5.25,1.38,-1.62,-6.24,1.54,0.94,0.35
24821,3.19,1.52,-0.16,-4.53,1.52,0.83,-0.11
24837,-0.28,1.69,-0.68,-3.98,1.83,1.0,0.12
24844,4.62,0.95,-2.79,-1.35,0.85,0.75,-0.28
24858,4.81,0.89,-4.26,-5.21,0.69,0.81,-0.07
24875,2.87,2.17,1.24,-7.71,2.56,1.52,0.19
24902,10.66,1.0,-18.1,-52.22,0.91,0.52,0.13
24912,16.52,1.3,20.0,44.79,1.0,1.56,0.08
24919,10.21,2.68,1.47,-65.06,3.16,2.72,-0.45
24925,4.8,1.32,-4.11,-4.72,1.24,0.88,0.23
24956,1.65,1.68,-5.09,0.81,1.29,1.27,-0.03
24964,3.06,2.09,4.03,-0.1,2.32,1.22,0.28
24969,7.76,1.15,12.65,-48.14,0.84,1.23,0.08
25000,-0.02,1.75,0.92,-3.4,2.09,1.15,0.22
25018,4.94,2.04,1.77,6.47,2.53,1.35,0.03
25033,9.37,2.87,7.63,-12.92,3.24,1.66,-0.08
25035,1.41,1.13,-2.71,-14.32,1.46,0.71,0.06
25060,4.92,2.07,-0.57,-6.28,2.35,1.03,-0.06
25079,3.89,0.89,-18.31,15.5,1.14,1.12,-0.21
25081,1.04,1.37,-0.78,-2.51,1.59,0.77,-0.08
25091,8.29,1.16,-15.94,-13.13,0.86,1.33,0.05
25119,50.24,1.52,54.2,-139.41,1.44,0.94,0.16
25128,2.55,1.75,1.77,0.93,1.61,0.99,-0.14
25138,4.25,1.16,-3.28,29.03,0.81,0.93,-0.18
25171,2.52,1.32,-2.02,6.12,1.22,0.93,-0.12
25190,18.83,2.17,-2.3,194.8,1.77,2.38,-0.12
25210,3.8,1.59,-1.46,7.36,1.36,1.32,-0.08
25215,1.65,3.16,12.71,-3.07,3.47,2.28,0.44
25231,15.88,0.82,-4.85,-46.96,0.86,0.9,0.03
25252,-0.11,1.57,-1.53,-3.5,1.74,1.07,0.36
25253,6.65,2.45,10.39,-27.0,2.27,1.24,-0.04
25281,3.62,0.88,-0.54,-3.21,0.97,0.73,0.28
25293,2.13,1.0,-4.98,-1.29,0.95,0.68,0.03
25300,21.83,1.73,-125.65,-57.5,1.19,1.27,-0.02
25303,6.11,0.53,-5.18,-27.66,0.47,0.57,-0.15
25305,2.7,1.77,4.97,13.86,1.14,1.35,-0.17
25310,4.12,2.41,1.52,-2.01,2.34,1.81,-0.54
25313,3.35,0.79,-1.66,-17.5,0.96,0.92,-0.27
25316,4.95,2.01,37.22,-1.48,1.88,1.28,0.2
25340,1.84,1.63,0.61,-3.42,1.56,0.81,-0.16
25365,4.42,0.8,-1.69,-2.89,0.95,0.65,0.12
25464,2.15,2.16,7.83,-17.76,2.21,1.01,0.28
25466,5.46,0.69,21.61,-49.5,0.74,0.78,-0.15
25473,2.3,0.85,0.34,-1.11,0.87,0.42,-0.13
25482,13.16,0.85,-10.85,-19.76,1.09,1.0,-0.41
25484,5.2,2.88,30.63,-14.4,2.96,1.13,0.27
25485,1.84,2.3,-5.21,-5.03,2.8,1.12,0.26
25495,3.04,0.76,-7.26,-1.95,0.46,0.75,-0.03
25504,5.51,0.71,-25.5,-4.68,0.66,0.74,-0.05
25526,5.52,0.82,-4.97,-17.47,0.88,0.86,-0.11
25533,3.0,1.37,1.34,2.43,1.33,0.73,-0.14
25543,8.09,0.77,-2.58,25.09,0.52,0.77,-0.11
25562,4.72,0.75,-2.72,-26.29,0.65,0.74,-0.14
25576,4.95,1.0,-4.95,14.54,1.01,1.03,-0.1
25632,5.97,1.74,-24.72,39.51,1.38,1.86,-0.11
25641,6.53,0.89,30.05,47.82,1.14,1.12,-0.06
25658,7.8,0.88,-14.89,-5.06,0.79,0.98,0.01
25667,4.28,0.8,-3.29,-6.96,0.69,0.49,0.14
25711,10.37,2.12,-2.13,-46.14,2.75,1.15,0.19
25733,1.78,1.51,0.72,-1.57,1.84,1.2,0.22
25762,1.82,1.94,1.66,-0.55,1.93,1.39,0.25
25771,2.41,2.95,-9.11,-15.49,2.37,1.65,0.17
25773,2.15,1.6,-3.14,-2.61,2.07,1.44,0.04
25797,7.72,1.28,-21.06,22.76,1.21,1.6,-0.08
25813,11.3,1.01,6.57,-32.45,1.13,0.52,-0.35
25815,-0.19,3.44,4.6,4.29,3.35,3.94,-0.09
25822,-1.02,2.03,1.6,1.8,2.24,2.23,-0.36
25826,1.02,2.04,3.25,-1.39,2.61,0.98,0.31
25837,-0.3,1.23,-2.79,0.12,1.05,0.45,-0.14
25845,4.11,2.28,-1.68,-14.15,2.73,1.18,-0.11
25861,2.08,1.11,1.28,-0.89,1.13,0.6,0.01
25901,1.38,1.45,2.47,-2.28,1.59,0.99,-0.03
25930,3.56,0.83,1.67,0.56,0.79,0.46,-0.33
25949,13.99,1.99,-4.82,-55.0,0.85,1.55,-0.1
25960,4.71,1.51,5.94,-42.36,1.83,1.21,0.25
25974,-0.14,1.69,-1.1,-1.65,2.16,1.63,-0.4
26003,16.42,1.73,11.15,-47.18,1.09,1.55,-0.05
26050,13.46,0.56,18.8,-121.22,0.59,0.58,-0.22
26067,22.03,1.84,2.56,28.68,1.65,2.22,0.05
26078,8.79,1.24,36.29,29.45,0.9,1.0,-0.14
26088,1.58,1.78,2.99,-2.83,2.05,1.46,0.0
26095,2.47,1.33,8.23,-10.25,0.94,0.98,-0.05
26105,2.34,0.98,7.15,-17.36,1.04,0.77,0.28
26124,4.99,1.14,3.66,6.02,1.08,0.76,0.33
26173,1.36,0.92,3.55,-7.06,0.78,0.6,0.0
26177,2.15,2.1,-0.66,-3.25,2.45,1.25,0.29
26197,0.55,1.11,1.02,-0.27,1.01,0.71,0.12
26206,11.45,1.84,2.15,-23.24,2.19,1.47,0.4
26215,2.23,0.82,1.45,-3.76,1.01,0.56,-0.06
26217,11.46,1.12,52.76,0.46,1.21,1.31,-0.08
26234,2.89,1.06,-0.48,1.52,0.94,0.59,-0.06
26235,1.72,1.0,1.68,1.5,0.93,0.64,0.15
26245,20.99,0.85,-42.54,105.71,0.72,0.91,0.03
26249,8.63,1.34,-28.09,-17.37,1.25,0.82,0.24
26259,6.35,4.46,-7.64,-4.78,3.94,2.17,-0.12
26261,3.95,1.67,-1.17,-3.6,1.58,0.99,0.11
26275,-0.64,3.75,-8.09,-14.46,2.96,1.88,0.41
26286,3.42,3.23,-1.64,-5.81,3.14,1.56,0.13
26293,11.57,2.09,-31.14,-1.14,2.48,1.62,-0.06
26299,1.95,1.62,-3.72,-6.45,2.25,1.15,0.2
26301,7.69,2.62,13.49,-12.74,2.13,2.14,0.12
26343,3.53,1.12,-24.46,-20.07,0.84,1.39,0.13
26353,4.3,1.67,1.67,2.08,2.0,0.84,0.26
26392,22.35,1.2,4.28,-32.27,1.46,1.01,-0.05
26396,6.83,1.91,11.11,-22.68,1.93,1.16,0.36
26402,-1.55,1.74,-1.62,0.05,1.72,1.17,-0.25
26408,8.77,0.72,1.06,-66.45,0.63,0.55,-0.02
26410,12.6,0.65,-19.69,-9.45,0.43,0.51,-0.06
26413,0.33,1.0,3.82,-1.73,1.22,0.92,-0.22
26429,7.05,0.91,-8.41,6.02,0.72,0.65,0.07
26436,9.44,1.47,15.89,0.84,1.02,1.74,0.02
26439,2.51,1.1,0.95,-1.06,1.12,0.6,0.02
26476,2.03,1.44,0.9,-1.63,1.35,0.62,0.06
26483,2.09,1.51,4.48,34.92,1.82,2.38,-0.48
26494,4.4,1.82,-2.08,1.98,1.97,0.96,0.14
26519,1.83,2.16,-0.25,-3.61,2.69,1.72,0.09
26520,5.41,2.52,3.94,-39.0,3.02,1.82,0.07
26602,2.5,0.97,-6.97,2.78,0.75,0.75,-0.16
26607,6.6,1.17,-7.22,3.23,1.31,1.14,-0.09
26609,3.37,2.01,-3.99,-4.9,2.07,1.22,-0.1
26611,2.13,1.54,-1.34,-3.58,1.55,0.9,0.09
26626,3.09,1.44,-0.13,5.46,1.01,1.17,-0.11
26628,4.69,1.03,7.03,4.97,0.8,0.69,-0.06
26645,3.33,1.42,12.76,12.94,0.9,1.38,0.03
26658,2.28,1.8,-1.61,-4.39,1.9,1.1,0.19
26673,8.6,1.16,-12.03,-67.87,0.87,1.1,-0.01
26727,3.99,0.79,3.99,2.54,0.74,0.4,-0.02
26730,5.94,1.86,23.11,-75.82,2.03,1.32,0.45
26746,5.08,1.95,-5.39,-10.03,2.5,1.53,0.26
26777,4.36,1.23,5.42,-14.54,2.25,1.17,0.4
26820,11.95,1.21,50.55,23.66,1.05,0.58,0.0
26825,1.65,1.32,0.84,5.06,1.07,1.03,-0.05
26827,3.26,1.36,-5.18,10.91,1.42,1.05,0.52
26830,18.62,1.93,61.2,75.97,1.7,2.67,-0.09
26874,1.94,0.94,1.79,11.68,0.77,0.94,-0.12
26894,2.15,0.93,-6.3,5.12,0.72,0.56,-0.21
26904,12.85,0.84,21.4,-37.51,0.92,1.13,-0.12
26918,5.16,1.34,10.04,-6.09,1.16,1.13,0.16
26922,6.63,3.2,-1.78,-6.53,2.79,2.04,-0.24
26926,19.94,0.83,12.26,60.59,0.8,0.49,0.22
26940,6.45,0.67,-8.08,11.57,0.47,0.56,-0.03
26947,9.4,2.23,2.8,-19.66,2.14,1.42,0.42
26980,3.59,1.67,-5.2,-6.26,2.66,1.87,0.08
26991,0.95,3.11,-11.31,-7.52,3.16,1.76,-0.08
27000,3.58,4.53,3.67,-14.23,2.78,3.08,-0.09
27013,4.73,1.59,6.65,-1.58,1.9,1.27,0.13
27043,5.56,0.91,7.12,-62.35,0.84,0.75,0.2
27066,1.13,3.5,-3.34,2.57,5.05,2.58,-0.09
27074,2.59,2.51,3.14,-21.99,2.86,1.95,-0.29
27078,3.55,1.73,0.37,-24.74,1.84,1.17,0.27
27082,4.81,1.4,-7.78,-5.13,1.29,0.86,0.13
27092,4.47,2.81,-16.12,-7.17,2.9,1.45,-0.16
27105,7.78,2.42,-4.75,-54.69,2.62,1.7,0.19
27108,-0.11,2.36,-2.72,-2.44,1.85,1.27,-0.11
27110,3.07,1.16,-3.74,-8.85,1.47,1.02,0.3
27131,2.42,0.79,-7.79,18.21,0.8,0.98,-0.14
27135,1.12,1.32,3.46,-5.97,1.5,1.01,0.45
27136,1.64,1.35,0.21,-9.45,1.2,0.9,0.37
27144,3.39,1.34,0.99,-14.89,1.42,0.89,0.19
27148,5.13,1.59,-0.01,-3.1,1.21,1.59,-0.07
27153,5.89,2.12,4.02,-10.17,2.7,1.52,-0.22
27174,10.65,1.03,18.92,-5.87,1.03,0.99,-0.27
27200,3.25,1.18,-5.09,-9.03,1.34,0.9,0.38
27201,9.03,1.61,163.26,107.69,1.45,1.51,-0.15
27203,2.51,1.42,6.85,-21.1,1.95,1.25,0.03
27205,5.91,1.57,1.05,-41.14,2.1,1.42,0.59
27223,5.66,1.13,0.57,13.4,0.67,1.0,0.05
27256,10.84,1.54,20.65,-33.57,1.57,1.23,0.04
27258,1.33,1.43,3.72,0.07,1.84,1.3,-0.28
27292,7.97,2.2,5.37,9.59,1.6,1.84,0.0
