HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
27309,5.7,4.95,-4.72,2.42,6.18,4.87,0.48
27316,7.72,0.93,3.84,-42.3,0.88,0.55,0.02
27336,12.21,1.88,-10.58,-124.13,2.22,1.44,0.56
27341,4.99,1.04,-11.46,-16.97,0.97,0.7,0.27
27377,9.68,1.81,-37.2,-7.06,1.93,1.25,0.28
27386,6.8,1.38,4.05,-22.2,1.38,0.97,0.33
27393,1.88,1.54,3.23,33.74,1.56,1.88,-0.27
27408,4.07,0.81,-11.04,9.7,0.82,0.85,-0.01
27410,4.19,1.13,6.97,-16.53,1.43,1.08,-0.45
27418,5.73,1.4,1.2,0.16,1.06,0.77,0.22
27421,5.48,0.88,8.19,-17.88,0.96,0.68,0.4
27444,6.12,0.88,-7.55,-0.95,0.65,0.56,-0.09
27472,7.91,0.92,-18.84,-2.37,0.79,0.69,-0.15
27503,8.81,2.88,-2.83,-36.24,3.27,2.07,-0.02
27506,-0.4,2.92,-0.58,6.7,2.25,2.61,0.1
27517,10.51,0.93,-20.98,-47.58,0.73,0.61,-0.06
27524,7.07,1.52,4.67,28.41,1.63,1.59,-0.2
27549,9.77,0.88,14.82,-1.68,0.78,0.59,0.09
27552,5.65,1.7,-7.2,-30.25,1.57,1.32,0.34
27556,6.49,1.4,14.71,-18.58,1.77,1.89,-0.05
27567,1.66,1.51,4.37,-10.13,1.9,0.92,-0.27
27583,3.69,0.51,-7.54,10.65,0.48,0.52,0.02
27589,4.89,1.75,-10.46,-6.5,1.63,1.42,-0.25
27609,19.91,1.27,16.4,162.76,0.97,1.21,-0.15
27614,2.25,1.24,5.09,-13.45,1.49,0.89,-0.16
27657,3.17,1.1,-3.99,1.22,0.98,0.79,0.38
27674,7.9,0.83,-19.67,9.04,0.92,0.97,-0.2
27723,4.93,1.24,7.43,-27.52,1.46,0.87,-0.16
27758,18.4,1.16,-114.37,-8.13,1.01,0.9,-0.45
27761,10.06,2.54,55.08,-107.4,3.38,1.76,-0.53
27787,2.93,0.74,0.22,-11.88,0.67,0.77,-0.04
27798,3.04,1.08,-7.12,-16.12,1.33,0.92,0.42
27821,5.12,0.93,-5.94,-13.44,0.82,0.77,0.06
27822,6.58,0.8,-5.01,0.24,0.9,1.03,0.15
27827,3.65,1.05,-3.21,3.84,0.84,1.14,0.03
27844,14.93,1.19,-43.96,83.88,1.63,1.0,-0.24
27855,15.13,0.77,-30.9,-48.26,0.85,0.87,0.0
27858,-0.12,1.28,2.71,-2.91,1.16,0.68,0.24
27864,1.42,2.27,-13.75,-24.53,1.92,1.55,-0.17
27869,3.18,3.09,-9.22,3.52,3.94,3.23,0.29
27895,5.15,2.06,7.02,-7.15,1.58,1.14,0.33
27901,17.84,0.71,-32.6,-42.55,0.57,0.64,-0.09
27942,6.97,0.63,36.68,17.35,0.7,0.77,0.18
27945,-0.69,1.83,-1.43,-0.64,1.81,0.94,0.31
27974,10.96,1.46,-31.29,-18.1,1.38,1.41,-0.02
28019,10.17,1.23,-13.93,-29.49,1.19,0.96,-0.15
28030,3.72,1.04,-1.05,-7.5,0.74,0.91,0.05
28043,6.42,1.13,-14.17,-36.64,1.5,0.89,0.05
28063,5.94,1.85,5.01,-0.93,1.65,1.42,0.09
28072,2.63,1.84,6.12,-23.52,2.35,1.19,-0.22
28084,1.67,1.5,-6.72,-5.08,1.57,0.88,0.12
28115,2.01,1.44,4.27,16.13,1.67,1.67,-0.33
28140,2.99,2.59,1.27,-3.82,2.94,2.57,-0.42
28144,0.53,1.43,2.36,-5.93,1.37,1.0,-0.36
28165,3.54,1.29,-1.31,-12.11,1.05,1.26,-0.07
28167,2.69,2.69,-4.19,-6.77,2.48,1.37,0.0
28171,6.64,2.78,9.21,-1.61,3.24,2.0,-0.36
28187,5.46,1.89,-15.52,-8.85,1.9,1.5,-0.39
28195,7.88,1.53,-9.42,-7.63,1.78,0.95,-0.03
28204,0.72,3.96,-1.22,-3.72,5.14,1.93,-0.03
28211,5.43,0.9,-5.46,6.12,0.78,0.74,0.11
28223,2.76,1.04,-1.51,-6.91,1.03,1.27,0.06
28238,0.26,1.23,5.28,-3.08,1.23,0.67,0.12
28240,16.76,1.93,-27.09,42.38,2.47,3.31,-0.31
28253,10.6,1.24,3.42,-59.51,1.51,0.83,0.16
28270,4.65,1.68,-9.63,-4.3,1.88,0.96,-0.03
28302,3.89,1.2,-8.64,2.84,1.26,0.8,-0.28
28315,7.73,1.39,16.67,72.06,1.52,1.51,-0.1
28322,5.51,0.61,-3.32,13.27,0.69,0.72,-0.13
28326,6.67,1.01,-0.68,-92.3,0.86,0.64,-0.23
28329,6.03,0.95,12.35,31.83,0.71,0.95,0.08
28330,4.26,4.54,-2.71,-6.66,3.03,4.64,0.05
28345,-1.4,1.48,1.78,-5.13,1.56,0.87,-0.12
28383,5.46,1.6,13.86,9.31,1.5,2.26,-0.19
28388,1.41,1.29,4.33,-14.97,1.82,0.78,0.0
28393,23.24,1.02,-42.27,65.16,1.08,1.15,-0.04
28401,6.53,6.94,-1.88,-2.76,5.55,6.99,-0.11
28450,11.89,1.09,-5.65,-237.61,0.9,1.17,0.01
28457,1.03,1.04,-6.35,-0.68,0.89,0.92,-0.19
28504,3.57,0.77,13.4,2.52,0.66,0.84,-0.04
28506,4.3,1.28,-8.95,-11.86,1.56,0.71,0.09
28557,3.27,0.76,-7.51,13.64,0.66,0.74,0.16
28560,2.77,1.31,-0.39,10.29,1.71,1.35,-0.19
28566,1.61,0.69,-1.43,-1.65,0.77,0.79,-0.31
28573,16.0,1.75,62.07,111.45,1.91,2.14,-0.12
28574,3.33,0.8,-6.88,3.59,0.75,0.66,-0.09
28588,2.5,1.07,-6.79,-4.24,1.37,0.66,0.08
28597,3.09,1.96,5.13,-7.64,2.43,1.31,0.26
28609,5.59,0.86,-3.91,-4.8,0.71,0.58,0.15
28612,10.58,1.6,31.29,-219.39,1.13,1.22,-0.26
28614,21.49,0.82,14.19,-37.44,1.18,0.77,0.48
28631,1.94,1.55,2.78,16.44,1.4,1.61,-0.02
28640,8.84,1.47,26.25,-74.66,1.48,0.86,-0.23
28646,10.8,0.74,47.53,31.6,0.78,1.07,-0.01
28666,7.54,2.72,15.24,60.2,3.12,1.88,0.11
28671,14.86,2.5,666.6,-623.13,2.52,1.57,0.04
28676,0.55,1.81,-2.49,-2.64,2.07,1.32,-0.04
28708,2.07,1.56,1.26,-2.17,1.82,1.12,0.02
28728,7.69,1.24,3.28,-16.07,1.31,0.81,-0.1
28734,21.64,1.06,-2.6,-119.72,1.19,0.79,0.7
28744,3.55,1.0,-3.55,3.62,1.25,1.15,0.2
28745,7.27,1.2,3.08,68.15,1.03,1.2,-0.14
28752,1.45,2.07,8.55,-17.02,2.32,1.37,0.26
28775,9.01,1.38,2.75,-48.71,1.5,0.82,-0.04
28793,4.42,1.14,-4.34,0.75,0.9,1.04,-0.19
28796,33.64,0.84,-105.63,-23.3,0.82,0.89,-0.26
28819,5.45,2.1,-6.23,-7.95,2.19,2.56,-0.22
28820,4.32,0.9,-3.08,-6.47,1.06,0.54,0.32
28832,2.13,1.64,5.08,-5.95,1.72,1.16,0.28
28842,10.24,0.82,-36.36,-31.22,0.54,0.83,0.24
28843,3.65,1.61,-4.75,-27.0,1.89,1.18,0.15
28863,3.69,3.07,0.27,-3.3,2.4,2.13,-0.48
28891,4.42,1.4,-10.74,17.66,1.43,1.58,-0.14
28894,2.77,1.31,2.95,-10.33,1.58,1.0,-0.33
28924,2.2,1.48,-2.4,9.57,2.01,1.88,0.35
28958,3.28,3.72,-4.11,-3.22,4.25,2.55,-0.42
29013,2.59,1.71,1.33,-20.32,1.74,1.07,0.34
29015,3.67,1.62,-9.94,-6.39,1.72,1.38,-0.05
29018,4.71,1.2,8.64,-8.37,0.81,0.94,-0.05
29024,2.76,1.14,-2.12,1.43,1.32,0.73,0.4
29041,0.85,1.34,-0.78,-3.93,1.34,0.84,-0.01
29062,4.67,1.29,-1.39,-0.62,1.33,0.71,-0.41
29065,5.46,1.12,9.44,-1.41,1.08,1.1,0.0
29084,6.9,2.38,-29.9,-18.33,2.88,1.63,0.5
29087,9.82,1.25,5.26,30.31,0.88,1.14,-0.02
29090,4.52,1.14,-12.17,-9.12,1.38,0.76,0.21
29107,5.84,1.01,4.45,11.87,1.04,1.18,-0.09
29126,2.66,1.6,-3.26,-1.76,2.16,1.3,0.33
29142,11.91,0.97,-13.43,65.66,1.27,1.23,0.15
29145,0.56,1.95,2.34,-1.6,1.97,1.52,0.21
29160,3.49,2.0,9.08,-13.98,2.02,1.2,0.08
29170,8.14,1.08,-3.12,-5.33,1.01,0.93,0.1
29200,8.24,3.54,1.68,-15.04,3.83,2.98,-0.29
29209,8.01,6.0,8.69,-11.96,7.54,4.7,0.39
29214,2.45,0.99,-5.3,-0.76,0.79,1.03,-0.13
29224,6.81,1.8,-2.71,-34.36,1.94,1.22,0.01
29225,-0.51,1.15,-1.05,-1.43,1.08,0.74,-0.13
29234,18.48,0.74,87.66,60.76,0.74,0.78,-0.1
29241,19.82,1.32,-25.43,35.6,0.96,1.34,-0.12
29269,11.3,1.63,-91.91,-364.99,1.35,1.45,0.12
29288,3.82,1.28,-6.04,-1.57,1.18,0.81,0.04
29290,0.09,1.46,-2.57,6.58,1.36,1.56,0.36
29306,4.37,1.39,-4.72,9.03,1.1,1.09,0.17
29316,92.77,4.56,57.62,-926.7,6.64,5.21,0.21
29338,0.11,1.59,-0.93,-4.61,2.46,1.37,0.4
29343,0.6,1.64,-5.55,0.32,1.27,1.45,-0.22
29359,0.71,1.72,-3.3,-2.91,1.88,1.41,-0.09
29368,1.22,1.92,-8.65,-1.74,1.88,1.46,0.68
29380,5.65,1.0,-3.36,-1.8,0.73,0.99,-0.08
29389,12.41,1.17,30.53,63.45,1.02,1.1,-0.34
29401,5.52,1.09,-7.12,-3.38,1.01,0.81,-0.23
29403,3.03,1.82,-5.13,-2.97,1.82,1.25,0.28
29408,2.18,1.33,-8.54,4.99,1.13,1.58,-0.01
29428,1.82,1.36,0.37,-0.9,1.51,0.81,0.24
29429,1.11,1.5,1.51,-2.37,1.57,0.99,0.15
29437,3.68,1.06,-32.4,8.9,0.79,0.98,-0.03
29438,4.39,1.57,-16.88,-45.61,1.23,1.19,-0.14
29443,5.19,1.05,42.27,-89.82,0.73,1.12,-0.02
29449,8.89,1.45,-3.06,8.67,0.96,1.35,-0.02
29468,4.31,0.78,0.35,11.22,0.88,0.79,-0.02
29498,7.91,1.0,-47.82,167.56,1.18,1.12,0.0
29529,3.42,1.23,-2.8,5.3,1.42,0.95,-0.01
29537,7.45,3.03,-1.04,-22.63,4.32,2.89,0.05
29557,3.76,1.05,-8.56,-0.61,1.17,1.06,0.32
29595,6.76,1.44,12.14,36.13,1.64,1.63,0.12
29601,13.36,1.85,47.11,-70.81,1.4,1.21,0.31
29603,5.68,1.5,9.6,10.32,1.18,1.36,-0.06
29616,7.21,1.78,-2.89,-10.63,2.06,1.25,0.33
29621,4.57,1.74,1.78,-16.49,1.32,1.43,-0.2
29638,3.83,1.27,-0.54,-3.24,1.82,1.17,-0.23
29641,2.99,1.82,-4.77,-3.32,1.51,1.16,-0.14
29645,0.31,1.51,-0.25,-4.53,1.38,1.12,-0.01
29655,9.34,1.99,-62.53,-10.24,2.46,1.57,-0.08
29670,7.56,1.26,-9.97,-3.6,0.95,1.02,0.22
29680,1.34,2.42,-4.21,-5.84,2.14,1.38,0.16
29685,4.59,1.62,0.42,-16.13,1.56,1.15,-0.09
29705,4.27,0.77,-13.31,-2.47,0.71,0.65,-0.32
29719,1.48,0.97,0.87,-2.31,1.16,0.76,0.29
29732,0.69,2.36,5.24,0.63,2.02,1.81,0.0
29737,5.89,1.53,4.34,-32.19,1.04,1.2,-0.37
29746,10.76,0.77,-6.51,30.36,0.69,0.53,0.0
29757,-0.16,2.16,-3.06,-4.38,2.51,1.65,0.26
29769,5.59,2.07,0.27,7.71,1.79,2.5,-0.03
29770,2.7,1.3,-0.73,-1.68,1.33,1.09,-0.28
29773,11.91,4.69,1.75,-189.22,3.43,3.8,-0.03
29794,1.07,1.33,-4.05,-9.7,1.32,1.12,-0.44
29811,3.19,1.15,-9.98,-35.97,0.96,0.98,-0.16
29845,4.62,0.62,-12.51,4.25,0.65,0.69,0.0
29896,2.08,1.6,5.3,-2.93,1.8,1.09,-0.08
29951,4.84,1.25,10.09,-4.94,1.65,1.06,-0.22
29968,0.49,1.4,1.62,-1.15,1.62,1.09,0.3
29974,21.0,1.39,-121.09,-31.86,1.44,1.69,0.0
29994,4.41,0.92,7.02,-20.01,0.94,0.6,0.27
30039,4.25,0.91,-10.18,6.55,0.69,0.72,-0.1
30086,2.37,1.09,-2.29,-1.36,1.11,0.83,0.08
30092,3.37,1.93,-2.02,5.17,1.92,1.52,0.33
30105,8.67,0.85,-8.55,-19.1,0.76,0.63,0.01
30120,3.55,2.33,0.19,-14.95,3.59,3.16,-0.77
30166,10.33,1.91,35.88,-22.33,1.98,1.76,0.09
30186,7.87,1.75,4.69,-17.21,1.83,1.15,-0.21
30195,1.27,2.76,-7.04,3.59,3.35,2.46,0.34
30200,9.64,1.29,9.48,-45.66,1.36,0.95,0.16
30217,9.76,1.05,-15.9,-26.84,1.16,0.94,0.16
30234,5.97,2.48,0.18,-13.46,2.31,1.51,-0.03
30272,7.73,0.88,-5.55,0.6,0.86,0.63,0.05
30282,2.12,1.38,-7.51,-6.77,1.59,1.09,0.09
30303,4.12,1.13,-4.57,-0.61,1.23,0.78,0.35
30316,4.13,1.55,14.06,-23.26,1.78,1.03,0.07
30333,3.76,1.37,1.79,-9.39,1.75,1.28,0.45
30364,3.03,1.61,-3.47,-3.73,1.76,1.38,-0.36
30388,0.27,3.58,1.74,-2.36,4.87,3.1,0.13
30400,1.7,1.31,-2.22,-2.59,1.48,1.04,0.49
30401,11.65,1.52,-52.74,60.04,1.46,1.75,0.13
30411,7.41,2.08,-17.07,-26.79,2.3,1.44,-0.08
30425,1.34,1.11,-1.01,-2.7,1.03,0.84,-0.35
30426,1.31,0.87,-5.42,7.55,0.63,0.64,0.07
30433,4.31,1.82,-11.64,-8.7,2.97,2.08,0.07
30456,3.89,0.9,-4.07,32.21,1.15,0.92,-0.03
30489,1.83,0.98,-5.24,-4.01,0.94,0.77,-0.15
30493,3.65,1.1,-3.0,-7.01,1.03,0.88,0.28
30515,4.2,1.09,-4.81,20.6,1.24,1.31,-0.15
30526,3.23,2.14,4.33,-3.77,2.4,1.53,0.57
30535,4.17,2.37,-10.65,-4.32,2.38,1.98,-0.24
30538,2.79,1.92,-6.48,-2.59,1.94,1.62,0.42
30543,4.05,1.26,5.64,-12.8,1.21,1.03,-0.06
30547,2.76,0.87,-4.34,-3.55,0.68,0.55,0.14
30569,2.28,1.21,3.94,-10.08,1.24,0.83,0.5
30574,6.91,1.66,8.39,-17.1,1.68,1.07,0.2
30590,5.57,1.42,-0.77,-1.15,1.81,1.54,-0.37
30591,4.83,0.52,-3.81,-20.28,0.51,0.58,-0.01
30598,0.74,2.43,-0.42,-2.71,2.31,1.88,0.23
30649,8.32,2.04,41.13,58.33,1.73,2.49,-0.03
30673,2.95,0.81,-2.88,-4.4,0.83,0.91,-0.14
30690,0.96,2.94,0.88,-5.05,2.34,2.02,0.12
30713,6.09,0.99,-13.39,-26.64,0.66,0.69,0.14
30731,3.88,1.31,1.12,-1.07,1.04,1.07,0.02
30733,22.53,2.38,-4.37,76.85,1.83,2.23,-0.04
30799,0.21,1.56,-4.69,-6.1,2.22,1.47,-0.58
30811,1.73,0.94,6.65,-11.92,0.95,1.24,0.27
30814,-1.69,3.71,11.05,-27.26,4.15,2.75,-0.06
30831,1.95,1.22,3.05,13.68,1.13,1.41,-0.16
30840,3.96,0.71,-2.14,7.55,0.63,0.63,-0.1
30876,4.09,2.04,0.87,-8.83,2.05,1.35,-0.51
30881,1.5,1.17,-6.16,3.93,1.24,1.02,0.2
30897,3.71,1.62,4.5,-23.07,1.96,1.2,0.17
30914,1.1,3.65,-1.78,-5.92,9.47,8.7,-0.58
30925,2.74,1.07,8.84,10.63,0.62,0.83,0.02
30951,1.68,1.43,3.26,-3.79,1.31,1.07,0.07
30960,2.27,2.38,-27.71,-23.79,2.59,1.64,-0.47
31032,0.99,1.07,-3.75,6.74,1.03,1.5,-0.06
31038,1.33,2.59,-1.78,-5.43,2.26,1.93,-0.25
31065,0.54,1.76,-1.93,-4.17,1.55,1.28,-0.04
31071,7.84,0.56,-28.06,33.98,0.68,0.62,-0.24
31081,1.38,2.5,-5.74,3.16,1.73,1.82,-0.1
31089,16.35,1.26,21.67,-3.74,1.1,0.85,0.08
31104,1.3,1.37,5.49,-24.41,1.61,0.88,-0.05
31113,1.65,1.39,-3.16,5.27,1.24,1.4,-0.05
31116,1.79,0.8,-9.1,9.57,0.63,0.81,0.03
31137,4.5,0.5,-0.67,2.39,0.51,0.53,-0.07
31147,3.84,0.88,-4.77,-2.29,0.77,0.61,0.29
31164,6.73,1.55,-0.66,-3.65,1.76,1.18,0.3
31181,3.32,2.42,-1.01,2.94,2.13,1.73,-0.01
31195,4.9,2.71,-11.01,6.84,5.64,5.53,-0.64
31212,0.88,1.4,-4.34,-1.49,1.35,1.14,-0.04
31271,4.83,1.07,-8.25,8.73,0.86,0.93,-0.11
31283,5.71,1.24,3.63,22.32,0.94,1.11,-0.17
31311,1.74,1.42,-6.13,4.79,1.36,1.16,0.31
31332,21.8,2.39,-114.17,270.77,2.89,2.13,0.32
31345,12.65,2.19,7.42,4.96,2.45,1.85,-0.43
31346,4.93,1.17,0.86,-7.7,1.15,0.96,-0.27
31356,10.46,2.0,-29.44,-6.67,1.96,1.67,-0.25
31371,2.15,1.56,-3.57,2.07,1.9,1.7,-0.43
31374,5.5,0.9,-3.64,35.1,0.79,1.02,-0.08
31402,1.22,0.93,-1.56,3.97,0.81,0.95,-0.04
31424,1.22,1.21,0.64,-17.83,1.25,0.8,-0.09
31431,6.69,1.89,21.81,13.22,2.22,1.44,0.03
31453,5.44,1.31,3.39,7.24,1.22,1.63,-0.2
31457,5.62,0.62,-8.31,20.82,0.53,0.61,-0.18
31486,10.53,1.88,1.04,-6.84,1.4,1.6,0.33
31497,1.52,1.46,-1.97,1.1,1.64,1.32,-0.05
31509,24.83,0.56,-59.85,-73.04,0.45,0.58,-0.12
31518,6.59,2.05,-11.37,-3.75,1.68,1.66,0.0
31521,12.61,1.01,46.78,49.34,0.89,1.01,0.04
31547,25.47,0.72,-52.58,-86.04,0.63,0.76,-0.24
31562,8.04,1.18,18.06,-15.33,1.41,0.88,0.02
31568,27.72,1.97,8.05,-93.6,2.51,1.61,-0.25
31580,3.75,0.84,-14.42,-0.81,0.96,1.02,-0.32
31584,5.72,0.86,3.72,-33.45,0.65,0.76,0.22
31617,7.52,0.62,-1.52,45.24,0.64,0.67,0.21
31625,2.0,1.27,-6.94,-2.09,1.43,1.43,-0.03
31634,66.11,1.61,159.04,13.58,1.67,1.66,-0.1
31637,1.97,0.76,-9.85,13.59,0.65,0.78,-0.05
31650,6.0,1.19,-3.94,2.55,1.41,0.87,0.13
31653,0.66,0.71,-6.49,7.56,0.75,0.78,-0.1
31687,7.2,1.63,-11.77,-44.81,2.15,1.29,0.31
31689,7.24,2.38,50.74,1.1,2.36,1.47,-0.02
31693,3.51,1.36,7.98,-20.77,1.31,1.16,-0.24
31696,1.38,1.25,1.31,-1.05,1.73,1.06,0.72
31700,7.03,0.62,-6.86,-8.47,0.53,0.49,0.01
31711,46.15,0.64,-50.08,72.69,0.73,0.66,-0.24
31737,7.74,1.08,-18.7,-15.52,1.32,0.79,-0.19
31776,3.64,1.12,-3.73,-0.79,1.26,0.78,-0.26
31805,6.7,0.64,-5.32,2.13,0.63,0.64,-0.12
31834,4.39,0.88,-1.55,-7.38,0.98,0.61,0.19
31852,4.6,1.21,-5.66,-9.75,1.46,0.84,0.05
31867,3.55,3.16,-5.44,5.46,2.85,2.36,-0.12
31872,3.07,1.11,-7.67,-38.46,1.06,0.75,0.07
31906,3.23,1.82,1.18,2.13,2.62,1.94,-0.67
31928,8.3,1.62,-32.79,-4.0,1.72,1.12,-0.36
31932,2.95,2.29,-7.0,4.73,2.23,1.99,-0.3
31935,4.89,1.74,-5.39,3.89,1.57,1.72,-0.23
31961,1.23,1.11,5.21,-21.95,1.17,0.8,0.09
31978,3.19,0.73,-0.66,-2.51,0.78,0.57,0.13
31992,2.82,0.8,-7.48,-5.04,0.8,0.6,0.44
32029,8.93,1.33,2.15,-10.91,1.35,1.18,-0.32
32035,15.94,0.8,-10.86,-73.64,0.92,0.85,-0.17
32041,4.7,1.07,11.25,34.23,1.27,1.38,-0.15
32048,5.35,3.16,2.94,-12.38,3.47,2.44,-0.1
32050,7.94,1.51,2.27,2.52,2.01,1.27,0.44
32061,9.19,0.96,-23.32,-22.57,1.11,0.84,-0.15
32065,6.71,0.89,-5.95,-52.74,0.67,0.69,-0.08
32084,2.63,1.18,-3.91,2.88,0.61,0.87,0.08
32093,1.8,1.59,12.74,-8.73,1.26,1.89,-0.04
32111,18.68,0.98,-59.15,39.16,0.91,1.0,-0.24
32114,12.09,2.01,-13.06,-68.02,1.33,1.81,0.27
32117,14.03,1.05,-16.81,-30.31,0.72,0.78,-0.3
32140,5.37,0.72,15.19,6.7,0.61,0.67,-0.1
32142,2.49,1.41,1.37,-4.54,1.44,1.21,-0.04
32220,3.67,2.39,-3.62,-0.15,2.28,1.83,-0.09
32242,19.79,0.78,-41.13,151.02,0.74,0.98,-0.18
32252,4.13,0.87,-1.7,-20.65,0.82,0.68,0.11
32274,1.8,1.13,3.31,-16.41,0.97,1.37,0.12
32279,6.91,3.06,-2.36,-34.05,4.8,2.98,0.46
32314,4.98,1.18,-6.12,12.63,1.25,1.33,-0.22
32337,3.05,1.16,2.71,-12.71,1.4,1.05,-0.25
32378,11.07,1.74,-32.3,-74.61,3.29,2.7,-0.58
32400,-0.74,3.29,-2.7,1.82,4.4,3.3,-0.05
32424,1.42,2.98,-2.24,1.89,2.83,3.37,-0.39
32432,4.73,1.84,-9.86,-5.15,2.15,1.45,-0.06
32444,4.68,0.68,5.08,-2.39,0.55,0.63,0.14
32477,7.87,0.6,-42.54,14.08,0.57,0.72,-0.06
32498,0.86,1.24,-2.89,3.82,0.95,1.09,-0.02
32527,1.34,1.94,-3.68,-2.18,2.06,1.36,-0.14
32538,5.08,0.63,-17.7,36.84,0.63,0.74,-0.11
32539,7.56,1.41,-0.02,-43.08,1.75,1.46,-0.54
32572,6.7,1.73,-4.42,7.68,1.8,1.6,-0.49
32574,8.46,2.03,21.3,-22.25,2.29,2.81,-0.03
32584,5.49,1.24,-6.47,-0.76,1.21,1.02,0.07
32591,1.42,0.97,-2.03,5.44,0.71,0.85,-0.13
32650,19.96,1.57,-59.9,-376.07,1.57,1.18,-0.14
32656,3.84,1.3,-4.04,11.24,1.49,1.49,-0.1
32677,5.37,0.86,-0.56,-6.04,0.86,0.78,0.08
32685,5.77,1.01,10.67,-19.65,0.73,0.92,0.16
32697,9.3,0.9,-26.95,-2.79,0.78,0.79,-0.05
32698,5.84,0.77,-8.82,-4.33,0.63,0.51,0.11
32709,14.74,2.45,37.05,52.28,2.14,3.15,-0.16
32715,5.83,0.7,2.19,11.01,0.74,0.77,-0.2
32744,5.58,0.87,0.99,-13.59,0.55,0.79,0.38
32762,4.13,1.1,0.01,117.53,1.19,1.17,-0.1
32767,14.62,1.45,4.66,152.87,1.12,1.33,0.03
32774,3.53,1.38,-5.76,-26.24,1.54,1.01,-0.11
32798,5.61,1.13,-13.69,-18.0,1.34,0.95,0.28
32800,8.64,1.26,6.83,-52.32,1.8,1.17,-0.2
32848,5.5,2.31,-2.99,-1.71,2.37,2.22,0.16
32869,6.37,1.24,-10.9,9.43,1.06,1.16,-0.01
32872,8.86,1.04,-37.05,-36.3,1.13,0.82,0.07
32887,9.16,1.19,-5.3,-27.46,1.03,0.78,-0.44
32929,3.95,0.94,-6.98,-1.48,0.61,0.81,0.01
32942,3.78,1.44,-26.68,-29.59,1.8,1.33,-0.24
32952,2.88,1.1,-1.26,5.03,0.78,0.95,0.05
32966,3.18,1.42,2.62,-4.89,1.56,1.05,0.18
32986,2.27,1.81,-18.17,16.69,1.7,1.78,-0.03
32999,6.09,1.8,-5.41,-33.81,1.96,1.22,-0.14
33011,6.94,3.61,-8.38,-61.71,4.83,2.98,0.46
33020,17.75,7.77,70.71,-50.6,3.84,6.61,-0.25
33022,8.25,1.66,7.74,-25.98,1.85,1.37,-0.06
33048,7.4,0.84,-10.84,-45.93,0.92,0.87,-0.05
33064,15.21,1.03,42.31,-178.92,1.0,0.67,-0.01
33090,7.28,1.39,-2.81,-16.48,1.48,1.07,-0.01
33111,11.37,1.45,8.17,11.64,1.37,1.61,-0.32
33154,5.8,1.59,-11.21,5.6,1.57,1.13,0.21
33162,9.55,0.72,15.04,-15.45,0.92,0.74,-0.24
33170,4.53,1.03,-12.63,9.0,0.85,1.01,0.02
33179,7.21,1.21,25.5,-56.4,1.66,1.01,0.25
33197,13.34,2.71,-23.7,-0.43,3.79,2.9,-0.16
33201,2.42,1.4,0.31,23.21,1.8,1.63,0.06
33222,11.43,1.36,-14.43,50.34,1.14,1.55,0.13
33240,10.27,1.23,5.18,-52.97,1.1,0.86,-0.27
33250,0.08,2.16,-0.11,1.8,1.65,1.76,-0.4
33255,3.59,1.47,-2.44,-1.42,1.49,1.11,-0.02
33268,1.98,2.06,-3.63,3.98,2.6,1.57,0.49
33270,9.23,0.85,14.86,-77.47,0.69,0.93,-0.03
33274,2.67,1.44,-4.52,-0.46,1.48,1.58,-0.11
33280,2.73,1.58,-4.26,-19.29,1.91,1.34,-0.07
33284,5.56,2.17,-14.83,14.68,2.64,1.66,-0.12
33287,25.54,3.29,229.84,-242.41,4.5,2.36,0.45
33307,1.99,1.31,-7.29,10.97,1.47,1.4,-0.25
33334,4.91,3.93,5.81,-0.29,4.18,4.01,-0.18
33338,6.63,1.31,-34.48,18.79,1.46,1.35,-0.06
33340,7.08,2.12,26.32,-33.64,1.73,1.33,-0.34
33345,3.59,0.86,-1.7,6.89,1.07,0.85,-0.38
33372,5.81,0.92,-16.05,-8.98,0.77,0.57,-0.05
33375,3.73,0.8,-8.84,14.32,0.66,0.87,-0.15
33378,2.7,1.23,-7.72,10.69,1.13,1.56,-0.16
33411,14.49,2.41,22.51,66.37,1.73,3.09,0.11
33430,4.05,2.37,-2.74,-6.1,2.92,2.01,-0.05
33450,0.14,1.61,0.29,-2.23,1.61,1.12,-0.14
33451,23.15,0.56,-40.38,19.58,0.5,0.53,0.19
33466,3.69,1.11,3.6,1.27,1.17,1.2,0.29
33471,2.8,1.9,-0.05,2.89,1.85,1.45,0.16
33474,7.58,1.12,-27.75,0.01,1.11,0.91,-0.52
33475,4.24,0.65,-2.12,3.61,0.58,0.71,-0.26
33478,25.94,0.75,-96.27,88.42,0.59,1.1,0.15
33487,12.21,2.45,48.45,-62.37,2.47,2.61,-0.19
33513,5.73,1.28,1.56,-11.85,1.15,0.91,-0.02
33532,2.24,0.73,-2.5,4.26,0.56,0.72,0.12
33555,4.83,0.93,-2.99,4.46,0.83,0.66,0.25
33558,4.29,0.56,-16.54,7.15,0.49,0.51,-0.09
33560,44.83,2.28,54.89,-146.01,2.7,2.02,0.15
33587,3.5,1.04,8.0,-11.31,0.97,0.82,0.03
33620,1.48,2.06,-3.05,2.5,1.68,1.28,-0.06
33630,5.05,2.01,8.52,47.19,1.43,2.4,-0.14
33635,2.59,2.29,-3.28,5.56,1.58,2.27,-0.13
33665,2.7,1.79,-2.59,-2.88,1.72,1.48,0.01
