CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
11206+4324,A,2,B,55394,11.818,165.0,1.87,11495
11207+2253,D,2,A,55402,9.409,,,11496
11207+2253,D,2,B,55404,10.541,166.7,23.38,11497
11210-5429,A,2,A,55425,4.081,,,11498
11210-5429,A,2,B,55425,5.574,129.5,0.417,11499
11214-2027,A,2,A,55454,8.829,,,11500
11214-2027,A,2,B,55454,11.266,341.8,4.52,11501
11214-2936,A,2,A,55450,8.873,,,11502
11214-2936,A,2,B,55450,9.611,158.0,0.392,11503
11216-4333,A,2,A,55474,7.291,,,11504
11216-4333,A,2,B,55474,10.61,173.2,13.08,11505
11217-5724,A,2,A,55477,9.194,,,11506
11217-5724,A,2,B,55477,11.563,43.6,1.97,11507
11218+1811,B,2,A,55486,8.133,,,11508
11218+1811,B,2,B,55486,11.136,316.9,5.17,11509
11219-3318,C,2,A,55492,7.925,,,11510
11219-3318,C,2,B,55492,11.543,103.0,0.44,11511
11220-6102,A,2,A,55499,9.728,,,11512
11220-6102,A,2,B,55499,12.482,56.4,4.85,11513
11221+3705,A,2,A,55508,9.349,,,11514
11221+3705,A,2,B,55509,9.915,172.53,23.12,11515
11221-2447,A,2,A,55505,9.536,,,11516
11221-2447,A,2,B,55505,10.08,2.9,0.775,11517
11224-4439,A,2,A,55528,6.299,,,11518
11224-4439,A,2,B,55528,9.936,55.0,0.7,11519
11225-6227,A,2,A,55534,9.45,,,11520
11225-6227,A,2,B,55534,9.518,193.9,2.313,11521
11226+6847,C,2,A,55540,9.784,,,11522
11226+6847,C,2,B,55540,12.851,57.0,1.75,11523
11230+6443,A,2,A,55573,10.497,,,11524
11230+6443,A,2,B,55573,10.967,104.7,2.11,11525
11234-6457,A,2,A,55597,5.363,,,11526
11234-6457,A,2,B,55597,6.676,307.59,2.452,11527
11237+6405,A,2,A,55621,11.292,,,11528
11237+6405,A,2,B,55621,11.867,241.0,0.49,11529
11239+1032,A,2,A,55642,4.112,,,11530
11239+1032,A,2,B,55642,6.92,124.0,1.49,11531
11242-4759,A,2,A,55659,9.913,,,11532
11242-4759,A,2,B,55659,10.728,282.7,3.363,11533
11243+1354,A,2,A,55661,8.517,,,11534
11243+1354,A,2,B,55661,11.298,38.0,0.95,11535
11243+3306,D,2,A,55663,8.62,,,11536
11243+3306,D,2,B,55663,11.836,89.0,0.27,11537
11245+2037,A,2,A,55677,8.3,,,11538
11245+2037,A,2,B,55677,9.146,357.4,2.31,11539
11247-2429,A,2,A,55692,8.985,,,11540
11247-2429,A,2,B,55692,11.168,273.3,2.26,11541
11247-6139,C,2,A,55691,7.646,,,11542
11247-6139,C,2,B,55691,8.809,240.81,6.29,11543
11248-6708,A,2,A,55702,8.214,,,11544
11248-6708,A,2,B,55702,9.032,135.0,0.17,11545
11250-5939,A,2,A,55719,8.006,,,11546
11250-5939,A,2,B,55719,10.064,139.7,6.49,11547
11254+0607,A,2,A,55750,9.908,,,11548
11254+0607,A,2,B,55750,11.738,12.0,0.5,11549
11255-0751,A,2,A,55759,9.344,,,11550
11255-0751,A,2,B,55759,9.783,96.0,0.49,11551
11258-5936,D,2,A,55793,9.282,,,11552
11258-5936,D,2,B,55793,12.435,217.5,15.52,11553
11267+6654,A,2,A,55839,8.611,,,11554
11267+6654,A,2,B,55839,10.043,347.3,0.786,11555
11267-4708,A,2,A,55845,9.446,,,11556
11267-4708,A,2,B,55845,9.785,97.0,0.463,11557
11268+0300,D,2,A,55846,6.634,,,11558
11268+0300,D,2,B,55848,7.697,149.61,28.363,11559
11268-5043,A,2,A,55855,8.836,,,11560
11268-5043,A,2,D,55850,9.31,298.08,28.152,11561
11268-5310,A,2,A,55849,6.515,,,11562
11268-5310,A,2,S,55849,6.832,187.0,0.147,11563
11271+3546,B,2,A,55872,9.083,,,11564
11271+3546,B,2,B,55872,11.417,118.0,0.23,11565
11272+5513,B,2,A,55882,7.943,,,11566
11272+5513,B,2,B,55882,11.174,126.0,1.28,11567
11272-1539,A,2,A,55875,8.361,,,11568
11272-1539,A,2,B,55875,8.76,277.0,0.478,11569
11272-1604,A,2,A,55884,11.466,,,11570
11272-1604,A,2,C,55884,11.853,72.0,0.22,11571
11273-0852,A,2,A,55890,8.709,,,11572
11273-0852,A,2,B,55890,9.911,216.5,1.79,11573
11277+4618,A,2,A,55917,8.033,,,11574
11277+4618,A,2,B,55917,10.36,27.5,7.82,11575
11279+4434,A,2,A,55944,6.978,,,11576
11279+4434,A,2,B,55944,10.393,266.0,3.43,11577
11279-0142,A,2,A,55941,6.624,,,11578
11279-0142,A,2,B,55941,8.217,283.0,0.22,11579
11279-2830,A,2,A,55948,9.251,,,11580
11279-2830,A,2,B,55948,11.253,332.9,1.62,11581
11282+5540,B,2,A,55972,7.779,,,11582
11282+5540,B,2,B,55972,11.515,360.0,1.47,11583
11282-3114,A,2,A,55968,8.664,,,11584
11282-3114,A,2,B,55970,9.8,109.43,18.45,11585
11283-7228,A,2,B,55979,6.843,,,11586
11283-7228,A,2,A,55979,6.926,172.7,0.374,11587
11284-4546,A,2,A,55983,8.007,,,11588
11284-4546,A,2,B,55983,10.234,173.5,2.21,11589
11285+3113,A,2,A,55997,11.109,,,11590
11285+3113,A,2,B,55998,11.632,144.5,15.01,11591
11285-6629,C,2,A,55986,7.531,,,11592
11285-6629,C,2,B,55987,11.826,16.8,13.46,11593
11286-4240,A,2,A,56000,5.135,,,11594
11286-4240,A,2,B,56001,7.982,168.0,13.03,11595
11286-4508,A,2,A,56004,8.07,,,11596
11286-4508,A,2,B,56004,9.927,160.1,0.7,11597
11290+0106,A,2,A,56027,10.448,,,11598
11290+0106,A,2,B,56027,11.017,302.0,0.84,11599
11290+1555,A,2,A,56030,9.053,,,11600
11290+1555,A,2,B,56030,11.655,280.0,0.43,11601
11290+3920,A,2,A,56034,5.382,,,11602
11290+3920,A,2,B,56034,9.008,356.1,5.48,11603
11290-2446,A,2,A,56025,9.02,,,11604
11290-2446,A,2,B,56025,9.45,194.9,0.541,11605
11292+0606,A,2,A,56048,9.917,,,11606
11292+0606,A,2,B,56048,10.926,143.3,0.95,11607
11293+3025,A,2,A,56054,7.351,,,11608
11293+3025,A,2,B,56054,10.427,297.0,1.0,11609
11297-2121,B,2,A,56084,8.072,,,11610
11297-2121,B,2,B,56084,11.836,107.6,4.65,11611
11297-2428,A,2,A,56078,5.85,,,11612
11297-2428,A,2,B,56078,9.157,81.6,8.18,11613
11299-5519,A,2,A,56095,7.95,,,11614
11299-5519,A,2,B,56095,11.016,286.0,1.67,11615
11300+0312,A,2,A,56102,8.383,,,11616
11300+0312,A,2,B,56102,10.833,10.5,4.38,11617
11301+6808,D,2,A,56110,8.243,,,11618
11301+6808,D,2,B,56110,12.19,187.0,0.64,11619
11302-4939,A,2,A,56116,8.515,,,11620
11302-4939,A,2,B,56116,9.419,302.5,1.755,11621
11302-8406,A,2,A,56114,8.347,,,11622
11302-8406,A,2,B,56114,10.77,32.8,1.95,11623
11303+8102,A,2,A,56123,8.53,,,11624
11303+8102,A,2,B,56118,9.991,312.73,19.39,11625
11308+4117,A,2,A,56165,7.622,,,11626
11308+4117,A,2,B,56165,8.018,147.1,0.423,11627
11308-5849,A,2,A,56163,8.031,,,11628
11308-5849,A,2,B,56163,9.588,266.0,0.3,11629
11309-0643,A,2,A,56166,7.754,,,11630
11309-0643,A,2,B,56166,10.22,330.9,9.77,11631
11309-2012,A,2,A,56179,7.97,,,11632
11309-2012,A,2,B,56179,11.525,30.1,9.41,11633
11309-6019,A,2,A,56167,7.786,,,11634
11309-6019,A,2,B,56167,8.272,7.0,0.178,11635
11311+6617,C,2,A,56192,9.169,,,11636
11311+6617,C,2,B,56192,9.423,291.0,0.1,11637
11313+5942,B,2,A,56202,7.384,,,11638
11313+5942,B,2,B,56205,8.253,90.6,12.27,11639
11317+0752,A,2,A,56234,7.977,,,11640
11317+0752,A,2,B,56234,11.488,174.0,3.05,11641
11317+1422,A,2,A,56242,6.394,,,11642
11317+1422,A,2,B,56242,9.176,329.8,15.48,11643
11317-4926,A,2,A,56231,9.435,,,11644
11317-4926,A,2,B,56236,10.791,69.91,20.25,11645
11317-7156,C,2,A,56240,8.493,,,11646
11317-7156,C,2,B,56240,10.27,105.0,0.15,11647
11321+1809,D,2,A,56267,8.281,,,11648
11321+1809,D,2,B,56267,9.489,22.0,0.19,11649
11321-6702,B,2,A,56269,9.031,,,11650
11321-6702,B,2,B,56269,12.382,335.0,2.61,11651
11322+3615,A,2,A,56274,7.242,,,11652
11322+3615,A,2,B,56274,7.854,122.0,0.15,11653
11323+5606,A,2,A,56289,7.604,,,11654
11323+5606,A,2,B,56289,10.529,348.4,11.46,11655
11323+6105,A,2,A,56290,5.804,,,11656
11323+6105,A,2,B,56290,7.365,294.2,0.58,11657
11323-2916,A,2,A,56280,5.761,,,11658
11323-2916,A,2,B,56280,5.841,210.15,9.457,11659
11325-5943,C,2,A,56301,6.875,,,11660
11325-5943,C,2,B,56301,10.517,272.0,0.36,11661
11327-6552,A,2,A,56313,8.781,,,11662
11327-6552,A,2,B,56313,9.302,236.2,0.972,11663
11329+5525,A,2,A,56330,8.975,,,11664
11329+5525,A,2,B,56330,10.869,254.7,4.15,11665
11329-4342,A,2,A,56329,8.132,,,11666
11329-4342,A,2,B,56329,10.198,88.2,7.49,11667
11330-7055,A,2,A,56344,9.48,,,11668
11330-7055,A,2,B,56344,12.397,190.6,9.12,11669
11332+4927,A,2,B,56361,9.957,,,11670
11332+4927,A,2,A,56361,10.087,203.0,1.24,11671
11333-5055,A,2,A,56370,8.687,,,11672
11333-5055,A,2,B,56370,10.666,100.3,2.14,11673
11335+0759,C,2,A,56386,8.556,,,11674
11335+0759,C,2,B,56386,12.371,215.0,0.42,11675
11336-4035,A,2,B,56391,6.157,,,11676
11336-4035,A,2,A,56391,6.209,278.2,0.755,11677
11338+2938,D,2,A,56401,10.047,,,11678
11338+2938,D,2,B,56401,13.354,130.0,2.11,11679
11341+1453,A,2,A,56427,8.821,,,11680
11341+1453,A,2,B,56427,11.485,279.0,0.59,11681
11342+1101,A,2,A,56429,6.697,,,11682
11342+1101,A,2,B,56429,9.44,244.0,0.94,11683
11342-4342,B,2,A,56432,11.656,,,11684
11342-4342,B,2,B,56433,13.076,30.7,9.83,11685
11345+2746,A,2,A,56453,9.27,,,11686
11345+2746,A,2,B,56453,12.105,184.4,4.54,11687
11346-3510,A,2,A,56456,9.262,,,11688
11346-3510,A,2,B,56458,11.351,33.3,18.89,11689
11347+1648,A,2,A,56473,6.224,,,11690
11347+1648,A,2,B,56473,7.337,208.2,3.461,11691
11347+6339,D,2,A,56469,8.995,,,11692
11347+6339,D,2,B,56472,11.222,45.2,18.95,11693
11348-3227,A,2,A,56484,9.067,,,11694
11348-3227,A,2,B,56484,11.499,154.0,1.58,11695
11352+3524,A,2,A,56516,8.913,,,11696
11352+3524,A,2,B,56516,10.822,304.2,1.33,11697
11352-2033,B,2,A,56515,8.599,,,11698
11352-2033,B,2,B,56515,8.704,210.0,0.556,11699
11353+7048,A,2,A,56522,9.065,,,11700
11353+7048,A,2,B,56522,11.015,111.1,6.61,11701
11355+3452,B,2,A,56533,9.226,,,11702
11355+3452,B,2,B,56533,9.454,36.0,0.24,11703
11357-7012,A,2,A,56552,8.643,,,11704
11357-7012,A,2,B,56552,9.161,58.1,0.716,11705
11361+1251,A,2,A,56589,9.442,,,11706
11361+1251,A,2,S,56589,9.63,187.0,0.16,11707
11362+6621,A,2,A,56599,8.009,,,11708
11362+6621,A,2,B,56599,11.328,199.0,1.99,11709
11363+2747,A,2,A,56601,6.525,,,11710
11363+2747,A,2,B,56601,6.738,145.5,0.658,11711
11365+2502,A,2,A,56613,7.228,,,11712
11365+2502,A,2,B,56613,9.259,358.0,0.22,11713
11366+5608,A,2,A,56622,7.827,,,11714
11366+5608,A,2,B,56622,8.35,166.15,6.108,11715
11366-3334,A,2,A,56620,6.049,,,11716
11366-3334,A,2,B,56620,7.951,240.8,3.39,11717
11366-6054,A,2,A,56617,8.133,,,11718
11366-6054,A,2,B,56617,9.127,3.9,1.896,11719
11368-1221,A,2,A,56641,9.649,,,11720
11368-1221,A,2,B,56641,9.876,147.9,0.962,11721
11370+5700,B,2,A,56653,8.885,,,11722
11370+5700,B,2,B,56653,12.136,67.0,0.6,11723
11371-4942,A,2,A,56667,10.172,,,11724
11371-4942,A,2,S,56667,10.348,22.0,0.27,11725
11372-6940,B,2,A,56673,6.837,,,11726
11372-6940,B,2,B,56673,9.626,308.0,0.15,11727
11374+4728,A,2,A,56685,10.778,,,11728
11374+4728,A,2,B,56685,11.045,97.5,1.4,11729
11376-1656,A,2,A,56705,9.194,,,11730
11376-1656,A,2,B,56703,10.198,358.24,13.58,11731
11376-5322,A,2,A,56707,8.966,,,11732
11376-5322,A,2,B,56707,12.046,105.0,2.13,11733
11379+4949,A,2,A,56730,8.351,,,11734
11379+4949,A,2,B,56730,9.436,116.0,0.366,11735
11381+3246,A,2,A,56753,10.936,,,11736
11381+3246,A,2,S,56753,12.388,336.2,10.41,11737
11381-6539,A,2,A,56743,7.502,,,11738
11381-6539,A,2,B,56743,10.431,292.0,0.43,11739
11382-6312,B,2,A,56757,7.33,,,11740
11382-6312,B,2,C,56757,10.693,203.4,13.37,11741
11383+3845,A,2,A,56768,8.959,,,11742
11383+3845,A,2,B,56768,11.862,341.1,7.09,11743
11383-6039,C,2,A,56771,7.922,,,11744
11383-6039,C,2,B,56771,10.134,212.0,0.21,11745
11383-6322,B,3,A,56769,7.104,,,11746
11383-6322,B,3,B,56769,7.422,112.0,0.37,11747
11383-6322,B,3,C,56769,10.296,6.0,1.64,11748
11384-0226,A,2,A,56775,6.45,,,11749
11384-0226,A,2,B,56775,9.662,279.7,5.01,11750
11385+4405,D,2,A,56788,9.832,,,11751
11385+4405,D,2,B,56788,12.736,259.4,5.88,11752
11386-6659,A,2,A,56790,9.659,,,11753
11386-6659,A,2,B,56790,11.3,122.0,0.41,11754
11387+4506,A,2,A,56809,6.582,,,11755
11387+4506,A,2,B,56809,8.525,249.52,9.224,11756
11388+6421,A,2,A,56816,6.845,,,11757
11388+6421,A,2,B,56816,8.069,323.29,1.99,11758
11389-7053,A,2,A,56822,8.856,,,11759
11389-7053,A,2,B,56822,9.174,325.0,0.521,11760
11390+4109,A,2,A,56827,8.168,,,11761
11390+4109,A,2,B,56827,9.471,246.7,1.941,11762
11392+2640,B,2,A,56843,11.019,,,11763
11392+2640,B,2,B,56843,13.015,220.0,0.88,11764
11392-5744,A,2,A,56841,7.258,,,11765
11392-5744,A,2,B,56841,8.575,176.47,8.619,11766
11394+5211,A,2,A,56854,8.62,,,11767
11394+5211,A,2,B,56855,10.83,157.4,13.71,11768
11395+2518,B,2,A,56860,7.996,,,11769
11395+2518,B,2,B,56860,11.11,205.0,1.23,11770
11395-3726,A,2,A,56863,8.177,,,11771
11395-3726,A,2,B,56863,8.408,106.5,3.339,11772
11395-6524,A,2,A,56862,5.519,,,11773
11395-6524,A,2,S,56862,6.608,244.0,0.217,11774
11396+1900,A,2,A,56875,7.333,,,11775
11396+1900,A,2,B,56872,8.628,304.2,21.77,11776
11396+2657,A,2,A,56878,8.854,,,11777
11396+2657,A,2,B,56878,9.462,86.5,5.25,11778
11398-6329,B,2,A,56897,7.607,,,11779
11398-6329,B,2,B,56890,8.338,277.08,27.795,11780
11400-3029,B,2,A,56912,8.14,,,11781
11400-3029,B,2,B,56912,11.248,296.0,1.62,11782
11400-3327,A,2,A,56908,7.078,,,11783
11400-3327,A,2,B,56908,10.041,161.2,2.16,11784
11400-3807,A,2,A,56909,6.813,,,11785
11400-3807,A,2,B,56910,8.623,94.87,17.07,11786
11402+2609,A,2,A,56921,8.397,,,11787
11402+2609,A,2,B,56921,11.237,290.0,0.53,11788
11404+0057,A,2,A,56941,6.998,,,11789
11404+0057,A,2,B,56941,10.038,131.0,0.78,11790
11405-6913,A,2,A,56956,9.175,,,11791
11405-6913,A,2,B,56956,11.847,53.8,14.22,11792
11406+2102,A,2,A,56964,8.72,,,11793
11406+2102,A,2,B,56964,10.083,349.0,2.46,11794
11406-6234,A,2,A,56961,6.869,,,11795
11406-6234,A,2,B,56961,7.423,219.8,2.574,11796
11408-0851,B,2,A,56977,8.724,,,11797
11408-0851,B,2,B,56977,11.339,61.9,16.14,11798
11409-0247,A,2,A,56989,9.146,,,11799
11409-0247,A,2,B,56989,10.653,291.0,1.46,11800
11412-6108,A,2,A,57004,7.507,,,11801
11412-6108,A,2,B,57004,7.894,323.8,0.975,11802
11413-5012,A,2,A,57010,9.784,,,11803
11413-5012,A,2,B,57010,9.942,120.8,1.42,11804
11417+5627,A,2,A,57044,9.51,,,11805
11417+5627,A,2,B,57044,11.607,45.2,1.82,11806
11422+3940,A,2,A,57090,9.142,,,11807
11422+3940,A,2,B,57091,10.689,128.42,11.54,11808
11425+2354,A,2,A,57112,9.266,,,11809
11425+2354,A,2,B,57112,11.657,189.0,0.58,11810
11428+2105,A,2,A,57134,9.516,,,11811
11428+2105,A,2,B,57134,9.851,170.0,0.626,11812
11430+5156,B,2,A,57140,9.128,,,11813
11430+5156,B,2,B,57140,11.464,110.0,0.24,11814
11431-7227,A,2,A,57143,7.183,,,11815
11431-7227,A,2,B,57143,10.419,22.0,0.68,11816
11432-3926,D,3,A,57148,8.428,,,11817
11432-3926,D,3,B,57146,10.715,332.97,24.89,11818
11432-3926,D,3,C,57146,10.971,239.0,2.81,11819
11433+0046,B,2,A,57152,10.322,,,11820
11433+0046,B,2,B,57152,10.45,222.5,9.25,11821
11436+1042,B,2,A,57183,8.744,,,11822
11436+1042,B,2,B,57183,11.591,176.0,3.96,11823
11436-4707,A,2,A,57186,9.577,,,11824
11436-4707,A,2,B,57190,10.978,142.7,15.62,11825
11438+1831,A,2,A,57202,10.228,,,11826
11438+1831,A,2,B,57202,10.456,292.4,4.91,11827
11439-6000,A,2,A,57212,9.117,,,11828
11439-6000,A,2,B,57212,10.144,289.6,1.15,11829
11441-1527,A,2,A,57231,8.571,,,11830
11441-1527,A,2,B,57231,10.598,43.0,0.3,11831
11443+3900,A,2,A,57245,8.852,,,11832
11443+3900,A,2,B,57245,10.864,322.6,3.78,11833
11445-0805,A,2,A,57256,9.19,,,11834
11445-0805,A,2,B,57256,11.099,139.2,2.56,11835
11446-4925,A,2,A,57269,9.346,,,11836
11446-4925,A,2,B,57269,10.638,306.0,0.43,11837
11447+5340,D,2,A,57272,8.932,,,11838
11447+5340,D,2,B,57272,12.387,96.0,1.3,11839
11447-0431,A,2,A,57275,8.474,,,11840
11447-0431,A,2,B,57275,8.489,63.4,0.739,11841
11448+1123,A,2,A,57292,9.058,,,11842
11448+1123,A,2,B,57292,11.812,286.1,8.99,11843
11448-1821,D,2,A,57283,4.95,,,11844
11448-1821,D,2,B,57283,7.835,22.0,0.17,11845
11448-5528,A,2,A,57293,7.727,,,11846
11448-5528,A,2,B,57293,10.532,302.0,2.05,11847
11453-7452,B,2,A,57333,8.535,,,11848
11453-7452,B,2,B,57333,11.828,107.0,1.56,11849
11454-5542,A,2,A,57342,11.162,,,11850
11454-5542,A,2,B,57342,12.795,187.6,3.67,11851
11455+4536,A,2,A,57353,8.892,,,11852
11455+4536,A,2,B,57355,9.762,48.88,10.9,11853
11456-4901,A,2,A,57359,9.423,,,11854
11456-4901,A,2,B,57359,10.167,183.0,0.19,11855
11464+0904,A,2,A,57425,9.965,,,11856
11464+0904,A,2,B,57425,11.595,297.6,9.85,11857
11465-5802,A,3,A,57432,7.726,,,11858
11465-5802,A,3,C,57432,10.878,275.9,7.77,11859
11465-5802,A,3,B,57432,11.968,319.0,2.94,11860
11467-5310,A,2,A,57461,9.218,,,11861
11467-5310,A,2,B,57461,10.056,185.7,2.159,11862
11467-5838,A,2,A,57457,8.958,,,11863
11467-5838,A,2,B,57457,10.901,301.0,0.37,11864
11468+1500,A,2,A,57470,8.07,,,11865
11468+1500,A,2,B,57470,10.333,118.0,0.55,11866
11468+5950,A,2,A,57465,9.962,,,11867
11468+5950,A,2,B,57465,10.636,274.0,3.309,11868
11469-6102,A,2,A,57474,8.025,,,11869
11469-6102,A,2,B,57474,10.487,248.0,15.92,11870
11469-6546,A,2,A,57473,10.751,,,11871
11469-6546,A,2,B,57475,11.045,124.2,16.37,11872
11470+2701,A,2,A,57480,9.722,,,11873
11470+2701,A,2,B,57480,9.934,192.0,0.15,11874
11470+5317,A,2,A,57487,9.493,,,11875
11470+5317,A,2,B,57483,10.788,289.11,10.36,11876
11471-1149,C,2,A,57494,9.205,,,11877
11471-1149,C,2,B,57494,12.71,206.0,0.95,11878
11474+8532,A,2,A,57523,8.277,,,11879
11474+8532,A,2,B,57523,10.933,100.0,0.63,11880
11475+2003,A,2,A,57529,7.531,,,11881
11475+2003,A,2,C,57529,10.235,125.2,0.94,11882
11475-3354,A,2,A,57533,8.083,,,11883
11475-3354,A,2,B,57533,11.099,175.0,0.4,11884
11478+4949,A,2,A,57556,7.173,,,11885
11478+4949,A,2,B,57556,10.796,348.0,1.58,11886
11478-6746,A,2,A,57553,9.286,,,11887
11478-6746,A,2,B,57553,11.559,48.1,11.9,11888
11479+4541,D,2,A,57557,8.856,,,11889
11479+4541,D,2,B,57557,12.527,103.5,11.99,11890
11479-1528,A,2,A,57559,8.733,,,11891
11479-1528,A,2,B,57559,8.768,54.0,0.199,11892
11480-0838,A,2,A,57570,9.617,,,11893
11480-0838,A,2,B,57566,9.954,302.14,10.94,11894
11480-6607,A,2,A,57572,8.705,,,11895
11480-6607,A,2,B,57572,10.154,326.8,8.24,11896
11482-5207,A,2,A,57578,9.606,,,11897
11482-5207,A,2,B,57578,10.772,203.2,1.56,11898
11485-5409,D,2,A,57595,9.559,,,11899
11485-5409,D,2,B,57595,12.079,96.7,18.34,11900
11486+1417,A,2,A,57606,6.042,,,11901
11486+1417,A,2,B,57606,8.691,346.7,0.99,11902
11487-6134,A,2,A,57610,8.774,,,11903
11487-6134,A,2,B,57610,9.98,325.3,5.9,11904
11489+3342,A,2,A,57624,10.226,,,11905
11489+3342,A,2,B,57624,10.97,184.1,2.91,11906
11492+6720,A,2,A,57639,7.582,,,11907
11492+6720,A,2,B,57640,8.423,177.62,11.134,11908
11492-5742,A,2,A,57644,6.894,,,11909
11492-5742,A,2,B,57644,10.573,290.0,1.04,11910
11493-4919,D,2,A,57647,8.956,,,11911
11493-4919,D,2,B,57647,10.684,203.0,1.38,11912
11495-4604,A,2,A,57657,7.581,,,11913
11495-4604,A,2,S,57657,8.747,357.0,0.22,11914
11497-3227,A,2,A,57672,8.178,,,11915
11497-3227,A,2,B,57672,10.481,129.0,1.0,11916
11499+3645,B,2,A,57695,9.989,,,11917
11499+3645,B,2,B,57695,10.002,118.0,0.18,11918
11499+3754,A,2,A,57689,10.618,,,11919
11499+3754,A,2,B,57689,11.038,143.0,0.552,11920
11503+3741,A,2,A,57731,11.991,,,11921
11503+3741,A,2,C,57731,12.331,28.0,1.16,11922
11504-0225,A,2,A,57740,8.034,,,11923
11504-0225,A,2,B,57740,11.299,220.0,1.93,11924
11509-5553,A,2,A,57776,9.489,,,11925
11509-5553,A,2,B,57776,9.958,239.1,0.855,11926
11510+3653,A,2,A,57788,9.397,,,11927
11510+3653,A,2,B,57788,10.451,293.3,0.933,11928
11511+2245,A,2,A,57795,9.217,,,11929
11511+2245,A,2,B,57795,11.743,70.0,0.65,11930
11512-3656,A,2,A,57807,7.849,,,11931
11512-3656,A,2,B,57807,11.198,225.9,8.92,11932
11514+1148,B,2,A,57821,7.184,,,11933
11514+1148,B,2,B,57821,10.922,183.0,0.43,11934
11517+2344,A,2,A,57842,11.05,,,11935
11517+2344,A,2,B,57842,12.127,303.0,0.41,11936
11517+4448,A,2,A,57845,9.253,,,11937
11517+4448,A,2,B,57845,9.994,89.3,3.104,11938
11517-3912,D,2,A,57844,11.024,,,11939
11517-3912,D,2,B,57844,11.693,31.0,0.19,11940
11518-6436,A,2,A,57848,7.46,,,11941
11518-6436,A,2,B,57848,9.008,226.8,4.375,11942
11519-6512,A,2,A,57851,4.957,,,11943
11519-6512,A,2,B,57851,7.412,158.4,1.549,11944
11520+4805,A,2,B,57859,9.747,,,11945
11520+4805,A,2,A,57859,9.954,312.3,0.895,11946
11520-4358,A,2,A,57860,9.186,,,11947
11520-4358,A,2,B,57860,9.406,319.6,1.62,11948
11523-1958,A,2,A,57887,9.708,,,11949
11523-1958,A,2,S,57887,9.765,323.0,0.21,11950
11523-2650,D,2,A,57880,9.936,,,11951
11523-2650,D,2,B,57880,12.959,55.0,1.46,11952
11524+1428,A,2,A,57891,9.629,,,11953
11524+1428,A,2,B,57891,10.697,43.0,0.16,11954
11524+3904,C,2,A,57893,10.411,,,11955
11524+3904,C,2,B,57893,13.494,338.0,4.85,11956
11525-1408,A,2,A,57894,8.079,,,11957
11525-1408,A,2,B,57894,9.333,103.0,0.19,11958
11527+6324,A,2,A,57911,10.39,,,11959
11527+6324,A,2,B,57911,11.69,170.6,2.02,11960
11527-4840,A,2,A,57915,8.585,,,11961
11527-4840,A,2,B,57915,10.405,170.3,2.31,11962
11529+3050,A,2,A,57929,9.227,,,11963
11529+3050,A,2,B,57929,9.708,241.6,5.33,11964
11529-3354,A,2,A,57936,4.644,,,11965
11529-3354,A,2,B,57936,5.548,27.9,0.697,11966
11529-4634,D,2,A,57937,9.093,,,11967
11529-4634,D,2,B,57937,12.472,239.0,3.43,11968
11532-1540,A,2,A,57955,8.804,,,11969
11532-1540,A,2,B,57955,9.171,53.0,0.376,11970
11532-5158,A,2,B,57953,10.486,,,11971
11532-5158,A,2,A,57953,10.734,123.0,0.722,11972
11535+0331,A,2,A,57975,10.211,,,11973
11535+0331,A,2,B,57975,11.308,314.8,5.73,11974
11536+4255,A,2,A,57985,8.177,,,11975
11536+4255,A,2,B,57985,11.258,317.8,8.41,11976
11536-1606,C,2,A,57979,7.62,,,11977
11536-1606,C,2,B,57979,11.688,356.0,4.65,11978
11537+2626,A,2,A,57989,10.484,,,11979
11537+2626,A,2,B,57989,12.432,67.0,0.35,11980
11537+7345,A,2,A,57994,7.232,,,11981
11537+7345,A,2,B,57994,8.323,334.0,0.214,11982
11538-6212,A,2,A,57996,8.166,,,11983
11538-6212,A,2,B,57996,11.457,36.0,0.67,11984
11539+2020,A,2,A,58008,9.071,,,11985
11539+2020,A,2,B,58008,10.4,316.0,0.24,11986
11540-5652,A,2,A,58015,9.477,,,11987
11540-5652,A,2,B,58015,10.144,311.0,0.24,11988
11541+7155,A,2,A,58026,7.985,,,11989
11541+7155,A,2,B,58026,9.095,179.0,0.143,11990
11542-3736,A,2,A,58043,8.825,,,11991
11542-3736,A,2,B,58043,10.631,42.8,1.1,11992
11544+1515,A,2,A,58056,11.232,,,11993
11544+1515,A,2,B,58056,11.398,301.2,1.31,11994
11544-3745,A,2,A,58057,6.748,,,11995
11544-3745,A,2,B,58057,8.604,265.0,0.426,11996
11546-3208,B,2,A,58078,9.425,,,11997
11546-3208,B,2,B,58078,10.21,231.0,0.6,11998
11548-4224,A,2,A,58090,8.3,,,11999
11548-4224,A,2,B,58090,9.031,93.8,0.458,12000
11550-4114,A,2,A,58101,9.852,,,12001
11550-4114,A,2,B,58101,11.16,59.6,1.94,12002
11550-5606,A,2,A,58106,7.368,,,12003
11550-5606,A,2,B,58106,7.856,173.05,3.624,12004
11551+4629,A,2,A,58112,6.721,,,12005
11551+4629,A,2,C,58112,8.74,41.1,3.86,12006
11553-6403,A,2,A,58126,9.482,,,12007
11553-6403,A,2,B,58126,10.475,244.4,6.91,12008
11554-4154,A,2,A,58131,8.102,,,12009
11554-4154,A,2,B,58131,8.235,94.7,1.321,12010
