CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
22562+6649,A,2,B,113267,11.059,172.0,1.05,23564
22564+1728,A,2,A,113280,9.205,,,23565
22564+1728,A,2,B,113280,10.88,224.7,4.62,23566
22564+2257,A,2,A,113282,7.848,,,23567
22564+2257,A,2,B,113282,8.782,291.3,0.739,23568
22567+7830,A,2,A,113299,8.124,,,23569
22567+7830,A,2,B,113299,9.103,3.96,5.485,23570
22568+6244,A,2,A,113306,7.798,,,23571
22568+6244,A,2,B,113306,11.354,355.0,2.81,23572
22569+1151,A,2,A,113311,6.656,,,23573
22569+1151,A,2,B,113311,9.503,14.0,3.98,23574
22570+2441,D,2,A,113323,9.285,,,23575
22570+2441,D,2,P,113323,9.929,277.0,0.13,23576
22571+2800,C,2,A,113333,10.03,,,23577
22571+2800,C,2,B,113333,14.041,148.0,10.16,23578
22574-5456,D,2,A,113352,9.367,,,23579
22574-5456,D,2,B,113352,12.716,300.0,0.81,23580
22578+2339,C,2,A,113384,8.278,,,23581
22578+2339,C,2,B,113384,12.156,253.0,0.98,23582
22578-2606,A,2,A,113386,7.741,,,23583
22578-2606,A,2,B,113386,9.324,343.26,9.086,23584
22579+1337,A,2,A,113398,7.876,,,23585
22579+1337,A,2,B,113398,9.075,70.0,0.34,23586
22579+3343,B,2,A,113393,9.214,,,23587
22579+3343,B,2,B,113393,10.008,244.0,0.14,23588
22579-4704,D,2,A,113397,9.467,,,23589
22579-4704,D,2,B,113397,13.425,199.0,0.48,23590
22580+4954,A,2,A,113403,10.757,,,23591
22580+4954,A,2,B,113403,11.454,245.0,0.78,23592
22581+4156,A,2,A,113411,9.156,,,23593
22581+4156,A,2,B,113411,11.606,96.1,9.1,23594
22583-3816,B,2,A,113428,10.796,,,23595
22583-3816,B,2,B,113428,12.936,358.0,0.33,23596
22585+6705,A,2,A,113437,9.141,,,23597
22585+6705,A,2,B,113437,9.5,257.6,1.545,23598
22586+6342,A,2,A,113443,7.654,,,23599
22586+6342,A,2,B,113443,9.533,285.0,0.18,23600
22586+6950,A,2,A,113450,10.003,,,23601
22586+6950,A,2,B,113450,10.401,27.9,1.29,23602
22586-4531,A,2,A,113454,8.304,,,23603
22586-4531,A,2,B,113454,8.887,85.7,0.468,23604
22587+6305,B,2,A,113461,7.605,,,23605
22587+6305,B,2,B,113461,10.175,253.0,0.24,23606
22588+3808,A,2,A,113472,9.464,,,23607
22588+3808,A,2,B,113472,9.775,341.0,0.14,23608
22590+2745,A,2,A,113486,8.655,,,23609
22590+2745,A,2,B,113486,9.999,5.37,6.764,23610
22590-0813,B,2,A,113488,8.383,,,23611
22590-0813,B,2,B,113488,10.295,200.7,20.32,23612
22592+1144,A,2,A,113503,6.094,,,23613
22592+1144,A,2,B,113503,7.528,317.2,0.538,23614
22592+2402,A,2,A,113507,9.097,,,23615
22592+2402,A,2,B,113506,11.405,275.9,14.67,23616
22597+6247,A,2,A,113538,9.308,,,23617
22597+6247,A,2,B,113538,11.101,18.0,0.55,23618
22597-0422,A,2,A,113537,8.323,,,23619
22597-0422,A,2,B,113537,9.651,279.93,8.82,23620
22598+3005,A,2,A,113544,8.719,,,23621
22598+3005,A,2,B,113544,10.797,30.0,1.56,23622
22598-0226,A,2,A,113547,7.88,,,23623
22598-0226,A,2,B,113547,10.767,232.0,0.67,23624
23001+5937,B,2,A,113565,8.944,,,23625
23001+5937,B,2,B,113565,11.774,178.0,1.11,23626
23001-5142,A,2,A,113564,7.481,,,23627
23001-5142,A,2,B,113564,9.758,188.0,0.76,23628
23003+1400,A,2,A,113581,8.386,,,23629
23003+1400,A,2,B,113581,11.178,120.6,3.31,23630
23005-2619,A,2,A,113597,10.208,,,23631
23005-2619,A,2,B,113597,10.763,235.7,1.84,23632
23005-3345,D,2,A,113598,8.678,,,23633
23005-3345,D,2,B,113598,12.631,67.0,3.89,23634
23007+3105,A,2,A,113621,6.654,,,23635
23007+3105,A,2,B,113621,9.479,93.0,3.25,23636
23007+5513,A,2,A,113614,8.52,,,23637
23007+5513,A,2,B,113614,11.534,123.7,5.43,23638
23009+3522,A,2,A,113642,10.233,,,23639
23009+3522,A,2,B,113642,11.165,281.0,0.399,23640
23009+6253,A,2,A,113639,10.214,,,23641
23009+6253,A,2,B,113639,11.536,341.4,1.72,23642
23010-5826,A,2,A,113647,7.11,,,23643
23010-5826,A,2,B,113647,10.885,16.0,1.72,23644
23011+2647,A,2,A,113654,8.474,,,23645
23011+2647,A,2,B,113654,9.919,35.6,3.96,23646
23012+8047,A,2,A,113664,7.036,,,23647
23012+8047,A,2,B,113664,8.313,21.0,0.294,23648
23012-3232,A,2,A,113662,10.874,,,23649
23012-3232,A,2,B,113662,12.074,8.2,2.17,23650
23017+6748,A,2,A,113703,8.903,,,23651
23017+6748,A,2,B,113703,10.378,215.7,2.06,23652
23018+4553,B,2,A,113715,10.448,,,23653
23018+4553,B,2,B,113715,10.635,264.0,0.17,23654
23019+4220,A,2,A,113726,3.727,,,23655
23019+4220,A,2,B,113726,6.029,345.0,0.2,23656
23020+4800,A,2,A,113729,8.684,,,23657
23020+4800,A,2,B,113729,8.831,289.0,0.16,23658
23020-5516,A,2,A,113733,9.809,,,23659
23020-5516,A,2,B,113733,10.786,264.2,1.62,23660
23022+1832,D,2,A,113751,8.457,,,23661
23022+1832,D,2,B,113751,11.778,159.0,0.25,23662
23023-4258,A,2,A,113760,10.996,,,23663
23023-4258,A,2,B,113760,12.347,270.7,3.19,23664
23024+1837,A,2,A,113768,9.582,,,23665
23024+1837,A,2,B,113768,10.044,268.0,0.39,23666
23024+6413,A,2,A,113767,8.597,,,23667
23024+6413,A,2,B,113767,9.406,117.0,0.301,23668
23024-1119,A,2,A,113769,8.94,,,23669
23024-1119,A,2,B,113769,9.578,38.44,8.5,23670
23026+4245,A,2,A,113788,5.262,,,23671
23026+4245,A,2,B,113788,7.434,344.0,0.387,23672
23026-1833,A,2,A,113792,6.95,,,23673
23026-1833,A,2,B,113792,9.13,59.5,1.1,23674
23026-3625,A,2,A,113784,6.7,,,23675
23026-3625,A,2,B,113784,9.5,294.5,2.06,23676
23027+5514,B,2,A,113797,6.514,,,23677
23027+5514,B,2,E,113797,10.52,140.0,0.66,23678
23027-3946,A,2,A,113795,9.441,,,23679
23027-3946,A,2,S,113795,9.464,208.0,0.398,23680
23028+4404,B,2,A,113802,6.42,,,23681
23028+4404,B,2,B,113802,10.152,40.3,7.57,23682
23028+5025,D,2,A,113809,9.831,,,23683
23028+5025,D,2,B,113809,13.141,147.0,1.42,23684
23029+0738,A,2,A,113811,8.604,,,23685
23029+0738,A,2,B,113811,8.935,145.0,0.18,23686
23029-1320,A,2,A,113810,9.278,,,23687
23029-1320,A,2,B,113810,9.55,352.0,0.146,23688
23031+0456,A,2,A,113832,8.755,,,23689
23031+0456,A,2,B,113832,11.112,262.0,0.64,23690
23031-3330,A,2,A,113831,9.092,,,23691
23031-3330,A,2,B,113831,11.301,255.4,1.64,23692
23034+5834,A,2,A,113852,6.652,,,23693
23034+5834,A,2,B,113852,9.69,94.0,0.31,23694
23035+4123,A,2,A,113862,9.318,,,23695
23035+4123,A,2,B,113862,10.607,352.97,17.88,23696
23036+6445,A,2,A,113871,9.158,,,23697
23036+6445,A,2,B,113871,11.052,295.0,0.53,23698
23037+2954,A,2,A,113876,8.391,,,23699
23037+2954,A,2,B,113876,10.683,172.0,2.68,23700
23040+6324,A,2,A,113907,7.836,,,23701
23040+6324,A,2,B,113907,10.188,247.0,0.49,23702
23040-4610,A,2,A,113901,8.504,,,23703
23040-4610,A,2,B,113901,9.893,106.8,3.32,23704
23042-5501,A,2,A,113921,8.896,,,23705
23042-5501,A,2,B,113921,9.187,97.7,0.715,23706
23043+5131,A,2,A,113934,9.659,,,23707
23043+5131,A,2,B,113934,11.725,311.0,0.73,23708
23050+3323,A,2,A,113985,8.078,,,23709
23050+3323,A,2,B,113985,8.485,164.9,2.691,23710
23050-5121,A,2,A,113984,9.661,,,23711
23050-5121,A,2,B,113984,9.768,50.89,7.63,23712
23052+5814,A,2,A,113999,8.536,,,23713
23052+5814,A,2,B,113999,11.162,81.0,0.93,23714
23052-0743,A,2,A,113996,6.198,,,23715
23052-0743,A,2,B,113996,6.343,74.0,0.202,23716
23052-4412,A,2,A,114000,10.084,,,23717
23052-4412,A,2,B,114000,12.468,337.0,0.39,23718
23054-6316,B,2,A,114014,9.385,,,23719
23054-6316,B,2,B,114014,12.205,299.0,3.53,23720
23055+4643,A,2,A,114027,8.659,,,23721
23055+4643,A,2,B,114027,9.808,316.2,0.469,23722
23057-6005,A,2,A,114039,9.283,,,23723
23057-6005,A,2,B,114039,9.623,270.0,0.239,23724
23060+4220,A,2,A,114065,11.751,,,23725
23060+4220,A,2,B,114065,12.395,153.0,0.86,23726
23060-7446,A,2,A,114063,8.893,,,23727
23060-7446,A,2,B,114063,10.861,67.9,3.93,23728
23062+4147,A,2,A,114071,7.5,,,23729
23062+4147,A,2,B,114071,8.922,61.2,0.456,23730
23064+1236,A,2,A,114088,12.007,,,23731
23064+1236,A,2,C,114088,12.684,285.0,0.41,23732
23064-4747,A,2,A,114085,8.395,,,23733
23064-4747,A,2,B,114085,10.95,154.7,2.82,23734
23065+6126,A,2,A,114092,6.903,,,23735
23065+6126,A,2,B,114092,10.276,353.2,1.88,23736
23067+3302,A,2,A,114121,10.555,,,23737
23067+3302,A,2,P,114121,12.121,178.0,0.89,23738
23067+4111,A,2,A,114123,9.634,,,23739
23067+4111,A,2,B,114123,11.892,263.3,14.04,23740
23067-0412,A,2,A,114120,9.242,,,23741
23067-0412,A,2,B,114118,10.711,289.13,14.88,23742
23067-2345,A,2,A,114119,4.794,,,23743
23067-2345,A,2,C,114119,6.766,119.0,0.25,23744
23067-6605,A,2,A,120306,11.64,,,23745
23067-6605,A,2,B,120306,12.15,254.0,0.5,23746
23068-4331,A,2,A,114131,4.508,,,23747
23068-4331,A,2,B,114131,6.836,100.1,1.36,23748
23069-3854,A,2,A,114132,5.717,,,23749
23069-3854,A,2,B,114132,8.367,207.2,0.98,23750
23072+6050,A,2,A,114161,8.085,,,23751
23072+6050,A,2,B,114161,9.099,143.1,0.573,23752
23072-5041,A,2,A,114167,6.342,,,23753
23072-5041,A,2,B,114167,7.153,254.74,8.792,23754
23074+7040,A,2,A,114180,7.676,,,23755
23074+7040,A,2,B,114180,10.092,293.3,4.53,23756
23075+3250,A,2,A,114187,6.406,,,23757
23075+3250,A,2,B,114187,8.02,144.89,8.37,23758
23077+0636,D,2,A,114209,9.171,,,23759
23077+0636,D,2,C,114207,9.428,205.7,20.31,23760
23078+1240,A,2,A,114215,7.769,,,23761
23078+1240,A,2,B,114215,10.151,318.0,0.8,23762
23078+3948,A,2,A,114214,7.952,,,23763
23078+3948,A,2,B,114214,9.894,227.1,2.85,23764
23078+6338,A,2,B,114212,6.866,,,23765
23078+6338,A,2,A,114212,7.158,312.0,0.22,23766
23078+7523,A,2,A,114222,4.669,,,23767
23078+7523,A,2,B,114222,6.929,339.0,1.051,23768
23083+2207,D,2,A,114243,9.038,,,23769
23083+2207,D,2,B,114240,10.852,217.7,18.4,23770
23083-4751,A,2,A,114241,10.127,,,23771
23083-4751,A,2,B,114241,10.63,250.3,1.52,23772
23084-2849,D,2,A,114254,5.887,,,23773
23084-2849,D,2,B,114254,8.168,293.0,0.16,23774
23086-5944,A,2,A,114270,7.552,,,23775
23086-5944,A,2,B,114267,9.554,289.68,13.56,23776
23088+1058,A,2,A,114280,8.204,,,23777
23088+1058,A,2,B,114280,8.785,169.0,0.278,23778
23089+8235,C,2,A,114298,7.721,,,23779
23089+8235,C,2,B,114298,11.449,229.3,9.09,23780
23092-0719,A,2,A,114323,8.178,,,23781
23092-0719,A,2,B,114323,10.452,108.2,4.62,23782
23093+4939,A,2,A,114329,6.817,,,23783
23093+4939,A,2,B,114329,9.771,280.0,0.22,23784
23095-6631,A,2,A,114346,10.206,,,23785
23095-6631,A,2,B,114346,10.469,245.0,0.18,23786
23096-0358,A,2,A,114355,8.696,,,23787
23096-0358,A,2,B,114355,10.876,141.0,1.46,23788
23097+4839,A,2,A,114363,9.367,,,23789
23097+4839,A,2,B,114363,9.904,355.0,0.13,23790
23099+4452,A,2,A,114374,8.551,,,23791
23099+4452,A,2,B,114374,10.892,22.0,0.91,23792
23099-2227,A,2,A,114375,5.271,,,23793
23099-2227,A,2,S,114375,6.037,285.0,0.205,23794
23100+4758,B,2,A,114385,7.25,,,23795
23100+4758,B,2,B,114379,8.151,255.69,15.61,23796
23100-4252,A,2,A,114382,6.0,,,23797
23100-4252,A,2,B,114382,9.052,301.0,0.33,23798
23101+5727,A,2,A,114406,7.286,,,23799
23101+5727,A,2,B,114406,9.14,298.3,1.28,23800
23101-1727,D,2,A,114396,9.395,,,23801
23101-1727,D,2,B,114396,12.975,307.0,1.02,23802
23102-3920,B,2,A,114409,9.674,,,23803
23102-3920,B,2,B,114409,12.782,315.0,5.4,23804
23103+3229,A,2,A,114415,7.508,,,23805
23103+3229,A,2,B,114415,8.19,90.3,0.646,23806
23103-4135,A,2,A,114413,10.445,,,23807
23103-4135,A,2,B,114413,11.828,337.0,1.08,23808
23104+4901,A,2,A,114420,7.502,,,23809
23104+4901,A,2,B,114420,10.41,151.9,4.13,23810
23106+0746,D,2,A,114440,12.874,,,23811
23106+0746,D,2,B,114440,13.173,326.0,1.04,23812
23107+0947,A,2,A,114444,8.75,,,23813
23107+0947,A,2,B,114444,10.595,322.0,0.39,23814
23107+2631,A,2,A,114448,7.205,,,23815
23107+2631,A,2,E,114448,10.911,152.0,0.78,23816
23109+5807,B,2,A,114465,9.621,,,23817
23109+5807,B,2,C,114465,10.3,66.0,0.16,23818
23109+8149,A,2,A,114463,9.023,,,23819
23109+8149,A,2,B,114463,9.251,105.94,4.916,23820
23110+6251,A,2,A,114473,9.581,,,23821
23110+6251,A,2,B,114473,11.637,164.0,0.84,23822
23114+3813,A,2,A,114504,8.466,,,23823
23114+3813,A,2,B,114504,9.165,310.0,0.306,23824
23119-4444,A,2,A,114528,8.462,,,23825
23119-4444,A,2,B,114528,9.28,188.1,0.85,23826
23120-1156,B,2,B,114536,7.919,,,23827
23120-1156,B,2,A,114536,7.921,98.22,3.557,23828
23121+2656,D,2,A,114543,9.657,,,23829
23121+2656,D,2,B,114543,11.882,181.0,1.15,23830
23125-2349,A,2,A,114568,8.446,,,23831
23125-2349,A,2,B,114568,9.318,70.0,0.18,23832
23128-2156,A,2,A,114584,9.319,,,23833
23128-2156,A,2,B,114584,10.145,313.5,0.98,23834
23128-6148,A,2,A,114582,10.351,,,23835
23128-6148,A,2,B,114582,10.518,329.8,0.724,23836
23129-5411,B,2,A,114598,8.138,,,23837
23129-5411,B,2,B,114598,12.026,148.0,1.6,23838
23130-3219,A,2,A,114601,7.742,,,23839
23130-3219,A,2,B,114601,10.737,266.2,6.92,23840
23131+4000,A,2,A,114612,7.706,,,23841
23131+4000,A,2,B,114611,9.801,285.0,14.23,23842
23133+2205,A,2,B,114631,9.003,,,23843
23133+2205,A,2,A,114631,9.049,237.09,2.45,23844
23133-4937,A,2,A,114626,7.06,,,23845
23133-4937,A,2,B,114626,9.703,348.0,0.34,23846
23133-6035,A,2,A,114629,9.158,,,23847
23133-6035,A,2,B,114629,9.7,75.4,1.094,23848
23134-7821,A,2,A,114640,8.967,,,23849
23134-7821,A,2,C,114640,10.607,355.0,1.29,23850
23135-0854,A,2,A,114643,8.165,,,23851
23135-0854,A,2,B,114643,9.609,35.0,0.7,23852
23135-4056,A,2,A,114652,8.195,,,23853
23135-4056,A,2,B,114652,9.6,276.4,7.923,23854
23138-1324,A,2,A,114669,7.283,,,23855
23138-1324,A,2,B,114669,9.415,308.2,1.46,23856
23140+2414,A,2,A,114689,7.975,,,23857
23140+2414,A,2,B,114689,10.305,71.6,1.11,23858
23141+1010,B,2,A,114698,10.161,,,23859
23141+1010,B,2,B,114698,10.426,156.0,0.16,23860
23141-0238,A,2,A,114700,7.412,,,23861
23141-0238,A,2,B,114700,9.201,111.0,0.35,23862
23142-0856,D,2,A,114702,7.69,,,23863
23142-0856,D,2,B,114703,8.308,175.61,25.12,23864
23149+4320,A,2,A,114766,10.275,,,23865
23149+4320,A,2,B,114766,12.217,228.7,3.1,23866
23150+3556,A,2,A,114778,8.603,,,23867
23150+3556,A,2,B,114773,10.585,236.49,21.11,23868
23150+8327,A,2,A,114786,9.917,,,23869
23150+8327,A,2,B,114768,9.926,266.33,22.14,23870
23151+4319,A,2,A,114782,8.519,,,23871
23151+4319,A,2,B,114782,10.106,24.0,0.53,23872
23152+6027,D,3,A,114791,10.36,,,23873
23152+6027,D,3,B,114791,10.736,131.0,1.37,23874
23152+6027,D,3,E,114791,12.218,197.5,15.26,23875
23153-3543,A,2,A,114801,9.801,,,23876
23153-3543,A,2,B,114801,9.959,281.6,0.93,23877
23154-4704,A,2,A,114808,10.606,,,23878
23154-4704,A,2,B,114808,10.727,217.8,1.4,23879
23154-7432,A,2,A,114813,9.462,,,23880
23154-7432,A,2,B,114813,10.299,194.2,3.192,23881
23155+4135,A,2,A,114818,10.576,,,23882
23155+4135,A,2,B,114818,11.579,303.0,0.43,23883
23155-5942,A,2,A,114820,7.548,,,23884
23155-5942,A,2,B,114820,10.907,7.4,3.1,23885
23156-6653,D,2,A,114830,9.073,,,23886
23156-6653,D,2,B,114830,13.3,303.0,3.5,23887
23157-6710,A,2,A,114839,8.393,,,23888
23157-6710,A,2,B,114839,11.34,250.3,8.55,23889
23159+5641,A,2,A,114853,7.877,,,23890
23159+5641,A,2,B,114853,11.039,247.3,12.87,23891
23159-7353,A,2,A,114857,8.929,,,23892
23159-7353,A,2,B,114857,11.669,281.4,3.72,23893
23160-3309,B,2,A,114867,8.932,,,23894
23160-3309,B,2,B,114867,12.656,19.0,1.73,23895
23160-6830,A,2,A,114861,10.3,,,23896
23160-6830,A,2,B,114861,10.667,314.0,0.19,23897
23160-8122,A,2,A,114859,10.231,,,23898
23160-8122,A,2,B,114859,12.455,329.0,2.01,23899
23163-4433,A,2,A,114885,9.5,,,23900
23163-4433,A,2,B,114885,11.5,236.0,1.38,23901
23164+6407,A,2,A,114898,8.205,,,23902
23164+6407,A,2,B,114898,8.285,36.0,0.27,23903
23165+6158,B,2,A,114904,6.687,,,23904
23165+6158,B,2,B,114904,9.275,357.0,0.12,23905
23166-0135,A,2,A,114914,8.312,,,23906
23166-0135,A,2,B,114914,8.689,31.53,5.279,23907
23167+1937,A,2,A,114922,11.931,,,23908
23167+1937,A,2,B,114922,12.081,210.0,0.26,23909
23167+3441,C,2,A,114927,11.247,,,23910
23167+3441,C,2,B,114927,11.754,12.0,0.14,23911
23167-1534,A,2,A,114919,9.559,,,23912
23167-1534,A,2,B,114919,10.313,332.0,0.21,23913
23167-3635,D,2,A,114923,11.289,,,23914
23167-3635,D,2,B,114923,11.314,116.5,2.55,23915
23167-7532,A,2,A,114925,9.672,,,23916
23167-7532,A,2,B,114925,10.442,153.0,0.17,23917
23168+6148,C,3,A,114929,9.928,,,23918
23168+6148,C,3,B,114929,10.048,231.0,0.557,23919
23168+6148,C,3,C,114929,12.964,70.0,6.87,23920
23170+2125,B,2,A,114955,8.92,,,23921
23170+2125,B,2,B,114953,9.584,222.36,24.66,23922
23171-1351,A,2,B,114962,8.918,,,23923
23171-1351,A,2,A,114962,9.134,226.3,0.819,23924
23172-3229,A,2,A,114973,10.501,,,23925
23172-3229,A,2,B,114973,10.987,142.0,1.36,23926
23174+3813,D,2,A,114994,10.279,,,23927
23174+3813,D,2,C,114994,11.641,310.5,14.71,23928
23175+1652,A,2,A,115002,9.192,,,23929
23175+1652,A,2,B,115002,10.383,25.9,2.21,23930
23175-4514,A,2,A,115001,8.119,,,23931
23175-4514,A,2,B,115001,9.704,79.0,0.26,23932
23176+1818,A,2,A,115011,7.011,,,23933
23176+1818,A,2,B,115011,8.798,115.0,0.33,23934
23176+3315,B,2,A,115006,8.719,,,23935
23176+3315,B,2,B,115006,11.446,309.0,1.19,23936
23176-0131,A,2,A,115012,8.296,,,23937
23176-0131,A,2,B,115012,9.639,18.9,1.549,23938
23176-3227,A,2,A,115010,10.286,,,23939
23176-3227,A,2,B,115010,11.549,163.0,0.59,23940
23179-5429,A,2,A,115035,10.134,,,23941
23179-5429,A,2,S,115035,10.891,72.0,0.18,23942
23179-8025,D,2,A,115028,8.417,,,23943
23179-8025,D,2,B,115028,11.905,117.2,13.72,23944
23180-1621,A,2,A,115045,10.214,,,23945
23180-1621,A,2,B,115045,10.619,120.7,1.53,23946
23184+4716,A,2,A,115067,8.971,,,23947
23184+4716,A,2,B,115067,10.367,258.3,2.764,23948
23184-2500,D,2,A,115068,8.76,,,23949
23184-2500,D,2,B,115064,11.133,315.0,19.09,23950
23186+6807,A,2,A,115088,5.033,,,23951
23186+6807,A,2,B,115088,7.28,218.28,3.278,23952
23188+7025,A,2,A,115097,9.127,,,23953
23188+7025,A,2,B,115097,11.653,309.0,1.03,23954
23189+0525,A,2,A,115112,8.477,,,23955
23189+0525,A,2,B,115112,9.599,331.9,0.647,23956
23190+4830,A,2,A,115114,7.721,,,23957
23190+4830,A,2,B,115114,11.326,25.3,8.34,23958
23191+4855,C,2,A,115128,7.349,,,23959
23191+4855,C,2,C,115128,11.2,107.0,0.54,23960
23194-3910,A,2,A,115146,7.173,,,23961
23194-3910,A,2,B,115146,9.88,84.0,0.38,23962
23197-4619,A,2,A,115177,8.323,,,23963
23197-4619,A,2,B,115177,10.541,189.0,0.77,23964
23198-5443,A,2,A,115181,9.032,,,23965
23198-5443,A,2,B,115181,11.117,140.1,15.14,23966
23199+2844,A,2,A,115189,9.24,,,23967
23199+2844,A,2,B,115189,9.944,231.0,0.22,23968
23199-8733,A,2,A,115193,8.899,,,23969
23199-8733,A,2,B,115193,10.377,159.3,2.066,23970
23203-3719,A,2,A,115230,9.481,,,23971
23203-3719,A,2,B,115230,11.478,287.0,0.31,23972
23204+5316,B,2,A,115232,8.885,,,23973
23204+5316,B,2,B,115232,11.11,107.6,17.34,23974
23207+4407,C,2,A,115261,6.301,,,23975
23207+4407,C,2,B,115261,10.268,177.8,13.51,23976
23208+0227,A,3,A,115273,7.905,,,23977
23208+0227,A,3,B,115273,10.554,197.4,3.66,23978
23208+0227,A,3,C,115273,11.256,208.0,1.1,23979
23208+2158,A,2,A,115268,8.242,,,23980
23208+2158,A,2,B,115268,8.831,81.57,3.313,23981
23209+1643,A,2,A,115279,9.046,,,23982
23209+1643,A,2,B,115279,9.84,227.0,0.23,23983
23209-1833,A,2,A,115284,7.387,,,23984
23209-1833,A,2,B,115284,8.91,282.9,5.4,23985
23210-3741,A,2,A,115290,9.527,,,23986
23210-3741,A,2,B,115290,10.357,225.1,3.41,23987
23212+3527,A,2,A,115307,9.19,,,23988
23212+3527,A,2,B,115307,9.96,153.86,6.9,23989
23213+3835,A,2,A,115313,7.616,,,23990
23213+3835,A,2,B,115313,10.156,323.0,0.26,23991
23214-1340,B,2,A,115321,8.865,,,23992
23214-1340,B,2,B,115321,11.739,55.0,0.38,23993
23214-3442,A,2,A,115319,11.152,,,23994
23214-3442,A,2,B,115319,11.39,66.4,1.31,23995
23216-2018,C,2,A,115329,9.287,,,23996
23216-2018,C,2,B,115329,11.045,253.0,0.19,23997
23218-1216,A,2,A,115346,10.259,,,23998
23218-1216,A,2,B,115346,11.401,312.0,0.46,23999
23219+3148,A,2,A,115355,5.439,,,24000
23219+3148,A,2,B,115355,7.763,156.0,0.403,24001
23220+6431,A,2,A,115362,8.21,,,24002
23220+6431,A,2,B,115362,9.811,237.0,0.11,24003
23220-4010,A,2,A,115358,10.413,,,24004
23220-4010,A,2,B,115358,11.387,130.0,0.41,24005
23222+5605,A,2,A,115369,8.673,,,24006
23222+5605,A,2,B,115369,11.424,46.7,6.7,24007
23223-2415,A,2,A,115377,8.641,,,24008
23223-2415,A,2,B,115377,10.261,228.8,0.87,24009
23224-6516,C,2,A,115385,8.31,,,24010
23224-6516,C,2,B,115385,10.027,53.0,0.14,24011
23226-4806,A,2,A,115402,9.894,,,24012
23226-4806,A,2,B,115402,10.887,313.0,0.59,24013
23227-1502,B,2,A,115404,5.587,,,24014
23227-1502,B,2,B,115404,6.72,122.0,0.14,24015
23228+2034,A,2,A,115417,6.806,,,24016
23228+2034,A,2,B,115417,10.02,91.0,5.83,24017
23233-6352,A,2,A,115458,9.583,,,24018
23233-6352,A,2,B,115458,11.924,50.7,7.88,24019
23234+6736,A,2,A,115467,9.441,,,24020
23234+6736,A,2,B,115467,11.961,155.0,15.41,24021
23234-4657,A,2,A,115466,10.398,,,24022
23234-4657,A,2,B,115466,12.021,342.9,2.76,24023
23235+4548,B,2,A,115470,8.753,,,24024
23235+4548,B,2,B,115473,9.444,131.13,25.815,24025
23237-2835,A,2,A,115490,8.857,,,24026
23237-2835,A,2,B,115490,9.586,219.0,0.21,24027
23238-0828,A,2,A,115495,7.341,,,24028
23238-0828,A,2,B,115495,7.94,156.69,5.454,24029
23239-5349,B,2,A,115510,6.207,,,24030
23239-5349,B,2,B,115506,7.201,211.97,26.457,24031
23240-2717,A,2,A,115518,7.785,,,24032
23240-2717,A,2,B,115518,11.252,267.9,6.69,24033
23241+5732,A,2,A,115529,7.493,,,24034
23241+5732,A,2,B,115529,7.755,121.0,0.321,24035
23243+0343,A,2,A,115544,6.897,,,24036
23243+0343,A,2,B,115544,9.372,230.1,7.11,24037
23243+8625,C,2,A,115550,6.709,,,24038
23243+8625,C,2,B,115550,10.681,152.0,2.42,24039
23244+1429,B,2,A,115552,7.736,,,24040
23244+1429,B,2,B,115552,10.648,342.0,1.36,24041
23247-5938,A,2,A,115581,9.514,,,24042
23247-5938,A,2,B,115581,10.982,230.0,0.26,24043
23249-3810,A,2,A,115594,9.82,,,24044
23249-3810,A,2,B,115594,11.204,142.0,0.75,24045
23251+2657,C,2,A,115603,10.724,,,24046
23251+2657,C,2,B,115603,12.291,165.0,2.38,24047
23255-5527,A,2,A,115636,9.349,,,24048
23255-5527,A,2,B,115636,12.122,16.0,1.69,24049
23256-2556,C,2,A,115642,9.95,,,24050
23256-2556,C,2,B,115642,11.975,358.0,0.16,24051
23256-8333,A,2,A,115641,9.832,,,24052
23256-8333,A,2,B,115641,10.457,74.9,2.908,24053
23257+2457,C,2,A,115646,7.058,,,24054
23257+2457,C,2,B,115646,11.249,22.0,0.66,24055
23257+6804,D,2,A,115650,10.645,,,24056
23257+6804,D,2,B,115650,10.895,279.0,0.11,24057
23257-4254,A,2,A,115647,8.802,,,24058
23257-4254,A,2,B,115647,9.526,178.0,0.439,24059
23260+2742,A,2,A,115666,8.574,,,24060
23260+2742,A,2,B,115666,8.725,225.6,0.536,24061
23265-0438,D,2,A,115700,9.748,,,24062
23265-0438,D,2,B,115700,12.825,131.0,2.87,24063
23265-6314,D,2,A,115698,7.811,,,24064
23265-6314,D,2,B,115698,11.45,286.0,1.61,24065
23267+4103,A,2,A,115723,7.809,,,24066
23267+4103,A,2,B,115723,10.303,354.0,0.76,24067
23268+4833,A,2,A,115730,8.954,,,24068
23268+4833,A,2,B,115730,9.916,38.0,0.13,24069
23268+5434,A,2,A,115733,9.361,,,24070
23268+5434,A,2,B,115733,9.945,211.0,0.567,24071
23268+6752,B,2,A,115735,8.218,,,24072
23268+6752,B,2,B,115735,11.876,202.0,2.71,24073
23269-1515,A,2,A,115742,7.224,,,24074
23269-1515,A,2,B,115742,8.67,316.0,0.31,24075
23271+1307,B,2,A,115751,8.875,,,24076
23271+1307,B,2,B,115751,11.423,258.0,0.3,24077
23271-6635,A,2,A,115756,6.762,,,24078
23271-6635,A,2,B,115756,8.743,27.0,0.3,24079
